OBJECTID,FacilityID,FeederID,OperatingV,Constructi,Installati,NominalVol,BallastTyp,Ownership,SupportStr,CONSTRUC_1,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
1563,L2,RMT004,80,5,1126137600000,120,,Util,7508,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80015721,-88.13846085
1564,L1,RMT004,80,5,1126137600000,120,,Util,7509,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8006347,-88.13648932
1565,L1,RMT004,80,5,1126137600000,120,,Util,7510,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80063131,-88.13581473
1566,L3,RMT004,80,5,1126137600000,120,,Util,7511,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79918181,-88.14035164
1567,L4,RMT004,80,5,1126137600000,120,,Util,7512,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79957993,-88.14003095
1568,L2,RMT004,80,5,1126137600000,120,,Util,7513,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79986091,-88.141131
1569,L1,RMT004,80,5,1126137600000,120,,Util,7514,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7995666,-88.1407311
1570,L5,RMT004,80,5,1126137600000,120,,Util,7515,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80009733,-88.1400218
1571,L6,RMT004,80,5,1126137600000,120,,Util,7516,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80063069,-88.13959024
1572,L2,RMT004,80,5,1126137600000,120,,Util,7526,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79789756,-88.1324759
1573,L3,RMT004,80,5,1126137600000,120,,Util,7527,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79790899,-88.13164969
1574,L1,RMT004,80,5,1126137600000,120,,Util,7517,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79793566,-88.14235969
1575,L2,RMT004,80,5,1126137600000,120,,Util,7518,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.797782,-88.14187589
1576,L3,RMT004,80,5,1126137600000,120,,Util,7519,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79760039,-88.14108376
1577,L4,RMT004,80,5,1126137600000,120,,Util,7520,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79746704,-88.14002587
1578,L7,RMT004,80,5,1126137600000,120,,Util,7523,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79715155,-88.13688208
1579,L8,RMT004,80,5,1126137600000,120,,Util,7524,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7974391,-88.13580968
1580,L1,RMT004,80,5,1126137600000,120,,Util,7525,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79788486,-88.13400906
1581,L4,RMT004,80,5,1126137600000,120,,Util,7528,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79779283,-88.13084939
1582,L5,RMT004,80,5,1126137600000,120,,Util,7529,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79778267,-88.13038831
1583,L6,RMT004,80,5,1126137600000,120,,Util,7530,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79767938,-88.12944343
1584,L8,RMT004,80,5,1126137600000,120,,Util,7531,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79749312,-88.12855987
1585,L9,RMT004,80,5,1126137600000,120,,Util,7541,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79688177,-88.12681629
1586,L10,RMT004,80,5,1126137600000,120,,Util,7540,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79663668,-88.12645438
1587,L11,RMT004,80,5,1126137600000,120,,Util,7539,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79634885,-88.12608522
1588,L12,RMT004,80,5,1126137600000,120,,Util,7538,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7961156,-88.12582001
1589,L13,RMT004,80,5,1126137600000,120,,Util,7537,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79589007,-88.12555894
1590,L14S,RMT004,80,5,1126137600000,120,,Util,7534,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79557649,-88.12555065
1591,15S,RMT004,80,5,1126137600000,120,,Util,7533,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79539422,-88.12535796
1592,L15S-1,RMT004,80,5,1126137600000,120,,Util,7532,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79516251,-88.1251922
1593,L15,RMT004,80,5,1126137600000,120,,Util,7535,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79545292,-88.12498708
1594,L14,RMT004,80,5,1126137600000,120,,Util,7536,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79558576,-88.12523157
1595,L6,RMT004,80,5,1126137600000,120,,Util,7542,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79375143,-88.13701823
1596,L5,RMT004,80,5,1126137600000,120,,Util,7543,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7940279,-88.13686533
1597,L1,RMT004,80,5,1126137600000,120,,Util,7544,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79408416,-88.13458386
1598,L1,RMT004,80,5,1126137600000,120,,Util,7545,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7945016,-88.1346493
1599,L2,RMT004,80,5,1126137600000,120,,Util,7546,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79475537,-88.13446262
1600,L6,RMT004,80,5,1126137600000,120,,Util,7547,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79651704,-88.13444198
1601,L5,RMT004,80,5,1126137600000,120,,Util,7548,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7961074,-88.13463804
1602,L4,RMT004,80,5,1126137600000,120,,Util,7549,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79558236,-88.13448842
1603,L11,RMT004,80,5,1126137600000,120,,Util,7550,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79499868,-88.14004674
1604,L10,RMT004,80,5,1126137600000,120,,Util,7551,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79457278,-88.13986186
1605,L9,RMT004,80,5,1126137600000,120,,Util,7552,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79417168,-88.13974909
1606,L8,RMT004,80,5,1126137600000,120,,Util,7553,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79408485,-88.13903546
1607,L7,RMT004,80,5,1126137600000,120,,Util,7554,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79402282,-88.13821461
1608,L6,RMT004,80,5,1126137600000,120,,Util,7555,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79414136,-88.13744183
1609,L3,RMT004,80,5,1126137600000,120,,Util,7556,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79404824,-88.13569652
1610,L4,RMT004,80,5,1126137600000,120,,Util,7557,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79415575,-88.13630292
1611,L2,RMT004,80,5,1126137600000,120,,Util,7558,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79417643,-88.13523063
1612,L3,RMT004,80,5,1126137600000,120,,Util,7559,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79528683,-88.134637
1613,L8,RMT004,80,5,1126137600000,120,,Util,7560,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79732877,-88.13427918
1614,L5,RMT004,80,5,1126137600000,120,,Util,7561,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79471953,-88.13704415
1615,L4,RMT004,80,5,1126137600000,120,,Util,7562,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79535752,-88.13690028
1616,L1,RMT004,80,5,1126137600000,120,,Util,7563,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79707893,-88.13693186
1617,L2,RMT004,80,5,1126137600000,120,,Util,7564,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79655642,-88.13692088
1618,L3,RMT004,80,5,1126137600000,120,,Util,7565,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79616624,-88.13692454
1619,L4,RMT004,80,5,1126137600000,120,,Util,7566,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79695121,-88.14238237
1620,L3,RMT004,80,5,1126137600000,120,,Util,7567,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7968442,-88.1416559
1621,L1,RMT004,80,5,1126137600000,120,,Util,7568,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79654345,-88.13830973
1622,L1,RMT004,80,5,1126137600000,120,,Util,7569,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79665732,-88.13963188
1623,L2,RMT004,80,5,1126137600000,120,,Util,7570,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79676423,-88.14079449
1624,L5,RMT004,80,5,1126137600000,120,,Util,7571,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79642298,-88.1423139
1625,L4,RMT004,80,5,1126137600000,120,,Util,7572,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79576438,-88.14185104
1626,L1,RMT004,80,5,1126137600000,120,,Util,7573,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79557886,-88.13904653
1627,L2,RMT004,80,5,1126137600000,120,,Util,7574,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79570687,-88.13994487
1628,L3,RMT004,80,5,1126137600000,120,,Util,7575,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79573841,-88.14077105
1629,L4,RMT004,80,5,1126137600000,120,,Util,7576,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79458371,-88.13868686
1630,L3-1,RMT004,80,5,1126137600000,120,,Util,7577,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79496374,-88.1380072
1631,L3,RMT004,80,5,1126137600000,120,,Util,7578,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79521231,-88.13859869
1632,L2,RMT004,80,5,1126137600000,120,,Util,7579,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79579908,-88.13820757
1633,L5,RMT004,80,5,1126137600000,120,,Util,7580,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7949232,-88.13570348
1634,L3,RMT004,80,5,1126137600000,120,,Util,7581,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79601843,-88.13571279
1635,L1,RMT004,80,5,1126137600000,120,,Util,7582,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79703607,-88.13554604
1636,L2,RMT004,80,5,1126137600000,120,,Util,7583,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79659787,-88.13581344
1637,L6,RMT004,80,5,1126137600000,120,,Util,7584,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79452436,-88.1358302
1638,L4,RMT004,80,5,1126137600000,120,,Util,7585,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79544139,-88.13584122
1639,P58-L58,RMT003,80,5,842140800000,120,,Util,8281,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80363016,-88.15430927
1640,P59-L59,RMT003,80,5,842140800000,120,,Util,8283,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80350314,-88.15375142
1641,P60-L60,RMT003,80,5,842140800000,120,,Util,8284,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8036208,-88.15360972
1642,P61-L61,RMT003,80,5,842140800000,120,,Util,8282,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80360877,-88.15394335
1643,P62-L62,RMT003,80,5,842140800000,120,,Util,8286,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80349378,-88.15286533
1644,P63-L63,RMT003,80,5,842140800000,120,,Util,8287,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80333466,-88.15300524
1645,P64-L64,RMT003,80,5,842140800000,120,,Util,8285,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80344431,-88.15315591
1646,P65-L65,RMT003,80,5,842140800000,120,,Util,8288,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80317822,-88.15270568
1647,P66-L66,RMT003,80,5,842140800000,120,,Util,8293,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80275837,-88.15252811
1648,P70-L70,RMT003,80,5,842140800000,120,,Util,8292,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80258053,-88.15249941
1649,P67-L67,RMT003,80,5,842140800000,120,,Util,8291,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80236258,-88.1525586
1650,P68-L68,RMT003,80,5,842140800000,120,,Util,8290,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80225294,-88.15261959
1651,P69-L69,RMT003,80,5,842140800000,120,,Util,8289,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80238531,-88.15318461
1652,P30-L30,RMT003,80,5,842140800000,120,,Util,8295,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80311518,-88.15033939
1653,P31-L31,RMT003,80,5,842140800000,120,,Util,8294,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80311664,-88.15082167
1654,P33-L33,RMT003,80,5,842140800000,120,,Util,8296,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80257238,-88.14983589
1655,P35-L35,RMT003,80,5,842140800000,120,,Util,8298,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80241029,-88.15029703
1656,P36-L36,RMT003,80,5,842140800000,120,,Util,8297,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80241124,-88.14979629
1657,P46-L46,RMT003,80,5,842140800000,120,,Util,8303,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80207976,-88.14979481
1658,P47-L47,RMT003,80,5,842140800000,120,,Util,8302,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80208016,-88.15030676
1659,P48-L48,RMT003,80,5,842140800000,120,,Util,8299,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8020853,-88.15082819
1660,P11-L11-1,RMT003,80,5,842140800000,120,,Util,8300,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80159368,-88.15081923
1661,P13-L13-1,RMT003,80,5,842140800000,120,,Util,8301,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80159101,-88.15036584
1662,P15-L15-1,RMT003,80,5,842140800000,120,,Util,8304,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80158834,-88.1498981
1663,P17-L17-1,RMT003,80,5,842140800000,120,,Util,8305,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80158166,-88.14943037
1664,L1,RMT004,80,5,1126137600000,120,,Util,7607,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80529914,-88.12766434
1665,L19,RMT004,80,5,1126137600000,120,,Util,7608,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80532752,-88.12742729
1666,L18,RMT004,80,5,1126137600000,120,,Util,7609,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80511463,-88.12689589
1667,L17,RMT004,80,5,1126137600000,120,,Util,7610,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80501656,-88.12669336
1668,L17,RMT004,80,5,1126137600000,120,,Util,7605,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80440497,-88.12620696
1669,L15,RMT004,80,5,1126137600000,120,,Util,7604,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80454819,-88.12629178
1670,L12,RMT004,80,5,1126137600000,120,,Util,7603,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80409529,-88.12653238
1671,L9,RMT004,80,5,1126137600000,120,,Util,7602,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80401142,-88.12716246
1672,P33,RMT004,80,5,1126137600000,120,,Util,7586,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8034024,-88.12769905
1673,L36,RMT004,80,5,1126137600000,120,,Util,7587,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8033082,-88.12769905
1674,P31,RMT004,80,5,1126137600000,120,,Util,7589,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80342949,-88.12747576
1675,L34,RMT004,80,5,1126137600000,120,,Util,7588,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80333401,-88.12746364
1676,P29,RMT004,80,5,1126137600000,120,,Util,7590,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80345401,-88.12717284
1677,L32,RMT004,80,5,1126137600000,120,,Util,7591,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80334433,-88.12716072
1678,P27,RMT004,80,5,1126137600000,120,,Util,7592,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80348239,-88.12686992
1679,L30,RMT004,80,5,1126137600000,120,,Util,7593,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80334175,-88.12686473
1680,L11,RMT004,80,5,1126137600000,120,,Util,7596,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80331207,-88.1264943
1681,L28,RMT004,80,5,1126137600000,120,,Util,7595,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80335465,-88.12662759
1682,P25,RMT004,80,5,1126137600000,120,,Util,7594,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80349917,-88.12668298
1683,L9,RMT004,80,5,1126137600000,120,,Util,7597,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80311078,-88.12650296
1684,L10,RMT004,80,5,1126137600000,120,,Util,7598,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80311465,-88.12612907
1685,L7,RMT004,80,5,1126137600000,120,,Util,7623,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.802494,-88.12651161
1686,L8,RMT004,80,5,1126137600000,120,,Util,7622,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8024811,-88.12611869
1687,L5,RMT004,80,5,1126137600000,120,,Util,7621,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80189141,-88.12656874
1688,L6,RMT004,80,5,1126137600000,120,,Util,7620,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80189012,-88.1261083
1689,L3,RMT004,80,5,1126137600000,120,,Util,7618,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80133785,-88.12655748
1690,L4,RMT004,80,5,1126137600000,120,,Util,7619,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80133957,-88.12609359
1691,L3-1,RMT004,80,5,1126137600000,120,,Util,7616,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80127419,-88.12713216
1692,L5-1,RMT004,80,5,1126137600000,120,,Util,7617,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80158904,-88.12713678
1693,L14,RMT004,80,5,1126137600000,120,,Util,7599,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80356271,-88.12611376
1694,L16,RMT004,80,5,1126137600000,120,,Util,7601,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80373028,-88.12614542
1695,L15,RMT004,80,5,1126137600000,120,,Util,7600,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80374508,-88.12647611
1696,L18,RMT004,80,5,1126137600000,120,,Util,7606,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80428012,-88.12589451
1697,L20,RMT004,80,5,1126137600000,120,,Util,7612,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80486678,-88.12547677
1698,L19,RMT004,80,5,1126137600000,120,,Util,7611,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80500613,-88.12579757
1699,L21,RMT004,80,5,1126137600000,120,,Util,7613,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80529515,-88.12566371
1700,L22,RMT004,80,5,1126137600000,120,,Util,7614,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80515752,-88.12526444
1701,L24,RMT004,80,5,1126137600000,120,,Util,7615,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80531408,-88.12515135
1702,P5-L5,RMT004,80,5,883353600000,120,,Util,8306,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80549993,-88.14673865
1703,P4-L4,RMT004,80,5,883353600000,120,,Util,8309,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80516126,-88.14675192
1704,P3-L3,RMT004,80,5,883353600000,120,,Util,8310,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80482505,-88.14674529
1705,P7-L7,RMT004,80,5,883353600000,120,,Util,8311,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80482753,-88.14637385
1706,P12-L12,RMT004,80,5,883353600000,120,,Util,8312,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80499068,-88.14597589
1707,P9-L9,RMT004,80,5,883353600000,120,,Util,8307,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80549993,-88.14636391
1708,P8-L8,RMT004,80,5,883353600000,120,,Util,8308,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80516373,-88.14635396
1709,P13-L13,RMT004,80,5,883353600000,120,,Util,8313,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80499068,-88.14563099
1710,P6-L6,RMT004,80,5,883353600000,120,,Util,8339,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80463028,-88.14626127
1711,P1-L1,RMT004,80,5,883353600000,120,,Util,8338,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8050006,-88.14698198
1712,P2-L2,RMT004,80,5,883353600000,120,,Util,8337,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80532398,-88.14697149
1713,L7,RMT004,80,5,935020800000,120,,Util,8315,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80536462,-88.14273652
1714,L3,RMT004,80,5,935020800000,120,,Util,8314,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80536462,-88.14217361
1715,L2,RMT004,80,5,935020800000,120,,Util,8317,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80485661,-88.14221985
1716,L6,RMT004,80,5,935020800000,120,,Util,8316,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80486063,-88.14273699
1717,L23,RMT004,80,5,935020800000,120,,Util,8318,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80457243,-88.14499304
1718,L22,RMT004,80,5,935020800000,120,,Util,8319,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80457604,-88.14471886
1719,L21,RMT004,80,5,935020800000,120,,Util,8320,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80457966,-88.14444711
1720,L20,RMT004,80,5,935020800000,120,,Util,8321,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80457604,-88.14416565
1721,L19,RMT004,80,5,935020800000,120,,Util,8322,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80466286,-88.14384295
1722,L17,RMT004,80,5,935020800000,120,,Util,8330,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80486543,-88.14357605
1723,L16,RMT004,80,5,935020800000,120,,Util,8331,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80500831,-88.14350568
1724,L15,RMT004,80,5,935020800000,120,,Util,8332,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80521269,-88.14351296
1725,L14,RMT004,80,5,935020800000,120,,Util,8333,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80535196,-88.14355664
1726,L13,RMT004,80,5,935020800000,120,,Util,8334,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80548941,-88.14368281
1727,L4,RMT004,80,5,935020800000,120,,Util,8326,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80566666,-88.14218089
1728,L8,RMT004,80,5,935020800000,120,,Util,8327,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80566666,-88.14274138
1729,L12,RMT004,80,5,935020800000,120,,Util,8336,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80567028,-88.14329701
1730,L18,RMT004,80,5,935020800000,120,,Util,8328,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80469542,-88.14356391
1731,L9,RMT004,80,5,935020800000,120,,Util,8323,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80447476,-88.14326547
1732,L5,RMT004,80,5,935020800000,120,,Util,8324,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80449827,-88.14274866
1733,L1,RMT004,80,5,935020800000,120,,Util,8325,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80449646,-88.14219545
1734,L11,RMT004,80,5,935020800000,120,,Util,8335,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80536677,-88.1432891
1735,L10,RMT004,80,5,935020800000,120,,Util,8329,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80486756,-88.14334696
1736,L41-2,RMT004,80,5,1126137600000,120,,Util,7625,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80329863,-88.1408631
1737,L43-1,RMT004,80,5,1126137600000,120,,Util,7626,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80332817,-88.14043666
1738,L41-1,RMT004,80,5,1126137600000,120,,Util,7624,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80310734,-88.14108575
1739,L43-2-1,RMT004,80,5,1126137600000,120,,Util,8474,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80350821,-88.13996494
1740,L43-2,RMT004,80,5,1126137600000,120,,Util,8473,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.803677,-88.14033477
1741,L43-2-2,RMT004,80,5,1126137600000,120,,Util,8472,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80397237,-88.14042345
1742,L5,RMT004,80,5,1126137600000,120,,Util,7631,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80520177,-88.13751842
1743,L4,RMT004,80,5,1126137600000,120,,Util,7627,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80491219,-88.13730771
