OBJECTID,MeasuredLe,NominalVol,OperatingV,ConductorT,FeederID,BackfillMa,BuriedDept,CableCount,ServiceInd,OWNER,OPERATINGC,Shape_Length,FacilityID,Department,Category,Division,Subdivision,AssetType,Latitude,Longitude
4952,136.24722661,30,30,OPN,RMT004, ,2,1,N,Utility,Secondary,55.74151640645979,SUG-4952,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78956637,-88.14125994
4953,130.449115,30,30,OPN,RMT004, ,2,1,N,Utility,Secondary,53.30359228772988,SUG-4953,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78865235,-88.13970311
4954,125.53358155,30,30,OPN,RMT004, ,2,1,N,Utility,Secondary,51.30329222273751,SUG-4954,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78860392,-88.13969996
4955,167.66217106,30,30,OPN,RMT004, ,2,1,N,Utility,Secondary,68.55788696437699,SUG-4955,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78855196,-88.14074045
4956,121.84083322,30,30,OPN,RMT004, ,2,1,N,Utility,Secondary,49.80128001927896,SUG-4956,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78847181,-88.14068259
4957,92.83431841,30,30,OPN,RMT004, ,2,1,N,Utility,Secondary,37.93544831028037,SUG-4957,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78855849,-88.14034289
4958,125.11992722,30,30,OPN,RMT004, ,2,1,N,Utility,Secondary,51.12617055617672,SUG-4958,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78852177,-88.14027709
4959,45.85624722,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,18.734473351245857,SUG-4959,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78969138,-88.14143013
4960,66.86064679,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,27.318731729843222,SUG-4960,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78971143,-88.14147067
4961,94.79718418,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,38.82161528626759,SUG-4961,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78963423,-88.14109099
4962,23.44627566,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,9.5950169948153,SUG-4962,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78963104,-88.14081583
4963,54.2300711,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,22.201821188905093,SUG-4963,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78966951,-88.14078332
4964,50.30070696,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,20.54929951651998,SUG-4964,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78930865,-88.14128518
4965,43.26622215,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,17.69791102656068,SUG-4965,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78927206,-88.1412446
4966,49.80363157,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,20.39094930184065,SUG-4966,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78934746,-88.14091354
4967,50.03949248,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,20.47770568839584,SUG-4967,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78935555,-88.14086713
4968,64.63774714,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,26.417100063860982,SUG-4968,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78870378,-88.14100796
4969,44.75810692,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,18.31277261912944,SUG-4969,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78876029,-88.14089929
4970,78.91585775,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,32.25254683042081,SUG-4970,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78865181,-88.14101613
4971,58.43249816,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,23.905012579483017,SUG-4971,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78829873,-88.14079043
4972,59.26992864,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,24.273897174047313,SUG-4972,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7882907,-88.14074577
4973,76.17708016,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,31.17489910234761,SUG-4973,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78870185,-88.14031261
4974,36.7066724,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,15.029552498361067,SUG-4974,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78866498,-88.14023883
4975,42.97112074,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,17.567423676898574,SUG-4975,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78878049,-88.13962449
4976,62.33470785,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,25.502119160036948,SUG-4976,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78881778,-88.13955318
4977,37.94073331,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,15.52440983448608,SUG-4977,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78853094,-88.13958504
4978,18.57697966,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,7.604283678496888,SUG-4978,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78855288,-88.13955272
4979,75.85828265,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,31.06593326048326,SUG-4979,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78835895,-88.14016298
4980,57.05360442,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,23.368225154084733,SUG-4980,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78838555,-88.14012794
4981,32.14298213,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,13.152957469518432,SUG-4981,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78945097,-88.1403281
4982,36.47980551,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,14.93695871686496,SUG-4982,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78944438,-88.1402946
4983,43.75427405,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,17.91245730769063,SUG-4983,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78969891,-88.14020529
4984,45.81428381,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,18.755011145907822,SUG-4984,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78970392,-88.14017067
4985,45.07909516,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,18.453350474628714,SUG-4985,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78972996,-88.1396192
4986,17.69902562,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,7.2426264477978854,SUG-4986,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78969763,-88.13957822
4987,63.05260386,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,25.77848919931416,SUG-4987,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78947175,-88.13961305
4988,54.82119611,30,30,OPN,RMT004, ,2,1,Y,Utility,Service,22.43559229072257,SUG-4988,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78945009,-88.139545
4989,107.23060502,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,43.78059111973839,SUG-4989,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80257778,-88.15269602
4990,157.47249557,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,64.53218418409925,SUG-4990,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80047753,-88.14704542
4991,26.36618706,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,10.80486328736145,SUG-4991,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80089382,-88.15299116
4992,255.90259645,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,104.63942544041814,SUG-4992,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80156366,-88.14568724
4993,190.38910147,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,77.88329301231974,SUG-4993,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80182231,-88.14516807
4994,228.22877892,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,93.48306786043811,SUG-4994,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.8011851,-88.14600789
4995,105.02697273,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,43.038498563873674,SUG-4995,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79831236,-88.14708181
4996,156.50500344,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,64.1325064480935,SUG-4996,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79724069,-88.14769491
4997,156.84862355,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,64.1262776215853,SUG-4997,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79748547,-88.14720394
4998,220.33014587,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,89.95015026533468,SUG-4998,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79745811,-88.14836452
4999,149.80658438,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,61.38529599110751,SUG-4999,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7947228,-88.14900932
5000,150.01751812,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,61.472420771643264,SUG-5000,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79554555,-88.14899797
5001,70.82882646,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,28.94213285289302,SUG-5001,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80197129,-88.14493278
5002,214.21838067,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,87.46411877552694,SUG-5002,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80262729,-88.14333196
5003,69.07888691,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,28.309397581346246,SUG-5003,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80253955,-88.14294054
5004,54.93538236,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,22.4292603639467,SUG-5004,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80201513,-88.1428501
5005,125.10656961,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,51.119064739379596,SUG-5005,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80172107,-88.14343728
5006,66.02116197,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,27.014706622527424,SUG-5006,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80157423,-88.1437157
5007,99.96919574,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,40.96354908676743,SUG-5007,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80109895,-88.14331424
5008,154.94324623,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,63.495800657197414,SUG-5008,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80089183,-88.14215927
5009,75.5434018,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,30.957680544586747,SUG-5009,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80120778,-88.14214046
5010,69.6557526,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,28.440033821470113,SUG-5010,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79964206,-88.14560897
5011,80.03447251,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,32.73271094502948,SUG-5011,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.8000149,-88.14362773
5012,73.0526439,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,29.86218052147891,SUG-5012,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79987814,-88.14383979
5013,24.70442702,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,10.086142643759354,SUG-5013,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80062805,-88.14535709
5014,34.37564363,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,14.087017017697423,SUG-5014,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80067659,-88.1453993
5015,83.71286362,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,34.18685238611563,SUG-5015,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80065742,-88.14486729
5016,120.22109712,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,49.13387002368792,SUG-5016,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80077504,-88.1445319
5017,117.56979953,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,48.17956598988037,SUG-5017,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7997765,-88.14705707
5018,266.35752716,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,109.08583547581134,SUG-5018,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79880279,-88.14705637
5019,72.36929563,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,29.652363608556207,SUG-5019,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80140644,-88.1421507
5020,170.8866369,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,69.83022646932582,SUG-5020,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7989093,-88.14318267
5021,64.58475129,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,26.427764576404748,SUG-5021,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79894888,-88.14339228
5022,154.52897479,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,63.12266709573307,SUG-5022,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79788405,-88.14319222
5023,160.25243904,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,65.66767718818886,SUG-5023,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79936025,-88.1422565
5024,41.31804348,30,30,OPN,RMT004, ,2,1,N,Utility,Secondary,16.875178850644815,SUG-5024,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79555934,-88.14557532
5025,166.4237811,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,68.06578612688034,SUG-5025,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79569969,-88.1458642
5026,167.63514319,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,68.5596855201359,SUG-5026,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79640317,-88.1449766
5027,162.87495479,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,66.612368128743,SUG-5027,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7970699,-88.14408023
5028,8.79171103,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,3.5957603697490064,SUG-5028,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79723258,-88.14430788
5029,175.11701941,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,71.62555601661683,SUG-5029,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79674825,-88.14409369
5030,150.11660249,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,61.43188251926552,SUG-5030,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79744587,-88.14325277
5031,75.90074829,30,30,OPN,RMT004,SOIL,2,1,Y,Utility,Service,31.031792750434718,SUG-5031,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79822245,-88.14699007
5032,132.52803502,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,54.30666496463005,SUG-5032,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79649766,-88.14898427
5033,126.29508907,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,51.601492325452696,SUG-5033,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7950088,-88.14632602
5034,154.3071575,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,63.228528974552106,SUG-5034,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79446213,-88.14651772
5035,93.87580143,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,38.42762723886621,SUG-5035,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79502558,-88.14611564
5036,75.7420358,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,31.03393532489032,SUG-5036,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79448199,-88.14761939
5037,205.48024379,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,83.94725287453747,SUG-5037,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79513573,-88.14727708
5038,41.32449945,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,16.931607107679298,SUG-5038,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79504839,-88.14758314
5039,49.16437311,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,20.10881874350939,SUG-5039,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79515195,-88.14765874
5040,134.80294683,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,55.12034140348052,SUG-5040,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7959984,-88.14753197
5041,150.5883526,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,61.591786968058074,SUG-5041,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79641197,-88.14693547
5042,76.74131328,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,31.39242408292783,SUG-5042,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79676371,-88.14642919
5043,98.66066049,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,40.34804804022372,SUG-5043,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79693069,-88.14620531
5044,89.92003755,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,36.81920814318759,SUG-5044,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79850394,-88.14578102
5045,91.75264658,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,37.58952222027141,SUG-5045,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79804931,-88.14586779
5046,79.11325284,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,32.338752166837445,SUG-5046,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79867831,-88.14559949
5047,120.02116311,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,48.999823317384575,SUG-5047,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79873867,-88.14526044
5048,127.74499972,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,52.34820747077113,SUG-5048,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79856419,-88.14454201
5049,17.11678456,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,6.988567213562738,SUG-5049,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79874233,-88.14450424
5050,22.98695749,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,9.41344327565802,SUG-5050,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79806246,-88.14465594
5051,27.3219878,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,11.181482195047806,SUG-5051,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7975198,-88.14551874
5052,91.30929166,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,37.37181101936781,SUG-5052,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79765524,-88.14559048
5053,28.75028379,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,11.752794871373627,SUG-5053,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79757557,-88.14545277
5054,25.13008167,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,10.294214765547704,SUG-5054,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79745918,-88.1455547
5055,75.06404355,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,30.70509452942476,SUG-5055,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79735253,-88.14566399
5056,22.73561515,30,30,OPN,RMT004, ,2,1,N,Utility,Secondary,9.284950972166923,SUG-5056,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7923296,-88.1445156
5057,133.4094645,30,30,OPN,RMT004,SOIL,2,1,Y,Utility,Service,54.55016173095886,SUG-5057,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79346075,-88.14598711
5058,57.28681222,30,30,OPN,RMT004,SOIL,2,1,Y,Utility,Service,23.432043599937437,SUG-5058,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79334151,-88.14619271
5059,85.6600035,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,35.07902186503254,SUG-5059,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79198628,-88.14005038
5060,356.73816089,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,145.63088488920147,SUG-5060,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79182558,-88.14069365
5061,362.78532272,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,148.09646812157192,SUG-5061,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79180734,-88.14200899
5062,379.1319684,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,154.7730298082619,SUG-5062,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79188465,-88.14336513
5063,348.65397472,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,142.33807907173676,SUG-5063,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79200496,-88.14468936
5064,423.40056691,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,172.83967337763485,SUG-5064,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7920828,-88.14609787
5065,228.01775081,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,93.15987882695939,SUG-5065,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79188877,-88.13964468
5066,458.97960643,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,187.59625535757488,SUG-5066,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79384933,-88.14256984
5067,75.40919049,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,30.787072216062526,SUG-5067,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79356184,-88.14181289
5068,36.48933929,30,30,OPN,RMT004,SOIL,2,1,Y,Utility,Service,14.941469118882136,SUG-5068,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79358999,-88.14166131
5069,213.35211846,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,87.30253160845416,SUG-5069,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79609373,-88.1427421
5070,70.96856938,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,29.06000537614642,SUG-5070,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79593633,-88.14258571
5071,158.81829728,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,64.95780531656908,SUG-5071,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79729634,-88.14291476
5072,164.83638158,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,67.30230725274474,SUG-5072,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79697143,-88.13925722
5073,83.65723875,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,34.15904128442267,SUG-5073,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7969305,-88.13881268
5074,150.14337217,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,61.30178214102473,SUG-5074,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79713126,-88.14035431
5075,76.90104091,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,31.39643662156283,SUG-5075,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79717834,-88.14076565
5076,22.36362997,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,9.147179525329966,SUG-5076,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7970773,-88.14010701
5077,80.25240189,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,32.76685697409445,SUG-5077,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79723254,-88.14173604
5078,73.23893386,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,29.92335934202277,SUG-5078,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79727458,-88.14200892
5079,156.0379692,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,63.93822902700583,SUG-5079,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79434587,-88.14140403
5080,192.66772934,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,78.83478810938954,SUG-5080,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79473764,-88.14116458
5081,228.5271787,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,93.35485697141819,SUG-5081,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79469673,-88.14104248
5082,133.42787207,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,54.56605338490154,SUG-5082,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79356878,-88.14148624
5083,169.57520482,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,69.48214347642504,SUG-5083,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79386884,-88.14068144
5084,100.21470147,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,40.99703738912216,SUG-5084,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79418068,-88.14055458
5085,211.05947858,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,86.16341507337336,SUG-5085,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79360977,-88.13800239
5086,161.71336418,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,66.02130264549642,SUG-5086,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79370476,-88.1391595
5087,148.20064614,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,60.5076675515064,SUG-5087,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79372863,-88.13971934
5088,83.02129614,30,30,OPN,RMT004,SOIL,2,1,N,Utility,Secondary,33.8948381060301,SUG-5088,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79363606,-88.13776846
