OBJECTID,FacilityID,FeederID,Installati,ServiceCur,Status,CONSTRUC_1,GlobalID,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
2927,MTR-2927,RMT002,997488000000,200,A,Overhead,{85F53FAD-900C-4030-B0D4-AFFE3E88501D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77539604,-88.14041475
2928,MTR-2928,RMT002,997488000000,200,A,Overhead,{C8B72D22-B006-4648-8D6A-D772236ADBDF},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77547688,-88.1402601
2929,MTR-2929,RMT002,997488000000,200,A,Overhead,{CF642F42-323C-46DF-9CC3-7543713C0CB2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77549353,-88.14054032
2930,MTR-2930,RMT002,997488000000,200,A,Overhead,{71F43F66-3CBF-457A-B5A5-DC0A3B1C0F3A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77568067,-88.14047456
2931,MTR-2931,RMT002,997488000000,200,A,Overhead,{02F4DFD6-06E2-479A-86A8-10CC4EBDB7A6},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77562029,-88.14020957
2932,MTR-2932,RMT002,997488000000,200,A,Overhead,{416C7171-925B-4CA6-A598-A92B9DD48B97},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77550108,-88.14006593
2933,MTR-2933,RMT002,997488000000,200,A,Overhead,{85B70275-EDB4-465F-B90E-A5D3AC54D817},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77565706,-88.14005896
2934,MTR-2934,RMT002,997488000000,200,A,Overhead,{8F2B4AD7-4FC4-443A-956D-D455A8D4A243},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77562879,-88.13992247
2935,MTR-2935,RMT002,997488000000,200,A,Overhead,{11706BE5-A906-4C98-9C1A-411A8E9B0392},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77547612,-88.13987715
2936,MTR-2936,RMT002,997488000000,200,A,Overhead,{01DA45A0-8EE7-4F50-AD88-75207A0CFF0B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77587816,-88.14006131
2937,MTR-2937,RMT002,997488000000,200,A,Overhead,{2D336060-11D8-4C2F-98D1-9BB875ED6B65},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77597585,-88.14001657
2938,MTR-2938,RMT002,997488000000,200,A,Overhead,{594D1595-076E-401C-8A98-2DF77DC21BBC},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77595173,-88.13990376
2939,MTR-2939,RMT002,997488000000,200,A,Overhead,{9F901E84-9C14-44E3-9EBF-8F3C0C31CF51},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77605894,-88.14005649
2940,MTR-2940,RMT002,997488000000,200,A,Overhead,{8482A99E-3637-4589-BFAF-5CF5A42B10D3},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77609094,-88.13982891
2941,MTR-2941,RMT002,997488000000,200,A,Overhead,{285D7DC9-A2A6-4CC5-A549-3C91C4F8572A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77611473,-88.1401807
2942,MTR-2942,RMT002,997488000000,200,A,Overhead,{AC89BBC1-7E07-44E2-814A-49A49495BA0B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77598831,-88.14021588
2943,MTR-2943,RMT002,997488000000,200,A,Overhead,{7C10717E-BA8B-41E8-9E43-CA00639CE4FA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77600677,-88.14049628
2944,MTR-2944,RMT002,997488000000,200,A,Overhead,{F3689330-0152-4ABF-A57C-E8A301658754},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77616605,-88.14043931
2945,MTR-2945,RMT002,997488000000,200,A,Overhead,{745DE9B1-C1ED-49BA-87E8-E3A9E027F515},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77622918,-88.14040368
2946,MTR-2946,RMT002,997488000000,200,A,Overhead,{70A2E373-AE5D-4039-9DD0-D503D8D0380B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77627122,-88.14018544
2947,MTR-2947,RMT002,997488000000,200,A,Overhead,{F2CABC0D-05E8-4970-8B81-1A0C599160A0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77620843,-88.14005216
2948,MTR-2948,RMT002,997488000000,200,A,Overhead,{F587DD7F-1D8A-4FDF-BFED-C39BF7591C21},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77621626,-88.13983877
2949,MTR-2949,RMT002,997488000000,200,A,Overhead,{961B07B6-82C9-452E-AC62-C76778A81B7D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77642195,-88.13986421
2950,MTR-2950,RMT002,997488000000,200,A,Overhead,{EA929415-FD0C-494D-8C74-EA019E440921},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77643917,-88.1404381
2951,MTR-2951,RMT002,997488000000,200,A,Overhead,{6F02745C-8821-420E-9645-77A6863ED01F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7763945,-88.14016912
2952,MTR-2952,RMT002,997488000000,200,A,Overhead,{47A6BEBE-3927-47FA-8CBF-F7D04C960848},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77653123,-88.13977903
2953,MTR-2953,RMT002,997488000000,200,A,Overhead,{26FAB93F-E6CC-4D9E-BF07-328EA1FA8A63},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77665001,-88.13974742
2954,MTR-2954,RMT002,997488000000,200,A,Overhead,{3DB2CDE2-5D0C-4D29-B105-5A6EDF076D55},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77667858,-88.14014496
2955,MTR-2955,RMT002,997488000000,200,A,Overhead,{74827DD3-1AF8-4538-AE63-5B07507189B4},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77667394,-88.14048315
2956,MTR-2956,RMT002,997488000000,200,A,Overhead,{83D7BAE9-C57D-460A-A187-F33995EECB25},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77655979,-88.14052027
2957,MTR-2957,RMT002,997488000000,200,A,Overhead,{603A8052-6148-4C94-A232-A0169E5A3637},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77680369,-88.13969967
2958,MTR-2958,RMT002,997488000000,200,A,Overhead,{E1EA7240-6FA5-435E-8A7B-2B22415B11B7},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7769205,-88.14015994
2959,MTR-2959,RMT002,997488000000,200,A,Overhead,{DEF985CE-8D2B-4328-948B-E2B823CF47B8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7768945,-88.14047005
2960,MTR-2960,RMT002,997488000000,200,A,Overhead,{DF55A9F9-424B-47A0-9BFC-7A22C22E3E0B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7770697,-88.14039215
2961,MTR-2961,RMT002,997488000000,200,A,Overhead,{39F13DE8-D768-4B69-A357-3C25E1AF8876},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77708539,-88.13998175
2962,MTR-2962,RMT002,997488000000,200,A,Overhead,{D391833A-4022-4139-B26E-8D7C7DCA829C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77697487,-88.13996047
2963,MTR-2963,RMT002,997488000000,200,A,Overhead,{0385CA7D-BE23-4318-9EBA-62169CA3C6CD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77693958,-88.13967712
2964,MTR-2964,RMT002,997488000000,200,A,Overhead,{C0A83F95-0372-449E-99C1-79A3A2F72396},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77707856,-88.13977634
2965,MTR-2965,RMT002,997488000000,200,A,Overhead,{E80ADFA4-D661-45FC-B632-73787DCA7CE6},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77715798,-88.13996244
2966,MTR-2966,RMT002,997488000000,200,A,Overhead,{90D399EB-2817-4001-A21E-16C738C53A43},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77721162,-88.13975428
2967,MTR-2967,RMT002,997488000000,200,A,Overhead,{E36632EC-A33E-4557-BD7D-06E23C07A7ED},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77727419,-88.14011663
2968,MTR-2968,RMT002,997488000000,200,A,Overhead,{6F69B711-F8B8-4323-B7B4-61CFBC263621},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77725293,-88.14039156
2969,MTR-2969,RMT002,997488000000,200,A,Overhead,{45A96FF7-419F-4BDF-9ED8-7A27DA8F935F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77753593,-88.14014839
2970,MTR-2970,RMT002,997488000000,200,A,Overhead,{265BC6FD-E082-4A05-AF03-B4B294FFF44D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77754925,-88.1403748
2971,MTR-2971,RMT002,997488000000,200,A,Overhead,{4B2F2C5A-E2BA-4F22-82AA-D06AE6946864},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77766231,-88.14032518
2972,MTR-2972,RMT002,997488000000,200,A,Overhead,{61FD6F4B-7234-4B7C-B99D-A38F90146128},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77770036,-88.14020671
2973,MTR-2973,RMT002,997488000000,200,A,Overhead,{FF04F7E4-2927-4EBB-9C68-276BE9EAA527},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7776724,-88.13971239
2974,MTR-2974,RMT002,997488000000,200,A,Overhead,{96151168-4B9E-453D-B440-000DB94D1DDB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77752263,-88.13975511
2975,MTR-2975,RMT002,997488000000,200,A,Overhead,{2D5E0FD0-09ED-46A0-AB7E-9A87675DF02B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77756751,-88.13996484
2976,MTR-2976,RMT002,997488000000,200,A,Overhead,{12FDE0B2-351B-4986-85B8-0D3B7B5251B2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77766942,-88.1399606
2977,MTR-2977,RMT002,997488000000,200,A,Overhead,{688C881A-A70D-40DF-9056-65A81893FE5F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77784081,-88.14014521
2978,MTR-2978,RMT002,997488000000,200,A,Overhead,{B8FCE119-870B-4F3F-8744-B4C604F273FB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7778771,-88.14031499
2979,MTR-2979,RMT002,997488000000,200,A,Overhead,{50A42B1A-4F4C-446A-87B5-78EDC0D0D1A0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77797073,-88.14031831
2980,MTR-2980,RMT002,997488000000,200,A,Overhead,{3C325D66-18D8-444D-83C2-3D242D5E7597},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77810642,-88.14028305
2981,MTR-2981,RMT002,997488000000,200,A,Overhead,{AEC57232-1965-4876-A167-3214AA6205C1},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77809306,-88.14005533
2982,MTR-2982,RMT002,997488000000,200,A,Overhead,{87795F1D-468A-4CFA-B545-AFB87E1A1528},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77797185,-88.14008253
2983,MTR-2983,RMT002,997488000000,200,A,Overhead,{FC097D17-F79C-41A4-B7D5-A25BCACFD39A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77793525,-88.1396898
2984,MTR-2984,RMT002,997488000000,200,A,Overhead,{44E263FD-FB54-43A4-B077-E9DB14CDB16D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77807205,-88.13962443
2985,MTR-2985,RMT002,997488000000,200,A,Overhead,{88E3D3DD-A6FF-491D-894F-B9CBB44D6154},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77809205,-88.13991725
2986,MTR-2986,RMT002,997488000000,200,A,Overhead,{DDD86004-F8BF-4B06-A35D-210D565B9741},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77818867,-88.14020042
2987,MTR-2987,RMT002,997488000000,200,A,Overhead,{521C4C2F-C170-4A94-8EA6-0DB4A76E9D1D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77785422,-88.1396996
2988,MTR-2988,RMT002,997488000000,200,A,Overhead,{A19C38B1-1467-4C4C-9454-04CE12CC1E12},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77478009,-88.1412803
2989,MTR-2989,RMT002,997488000000,200,A,Overhead,{272BB12D-A085-44B9-8123-F1C2861DBF29},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77476989,-88.14151402
2990,MTR-2990,RMT002,997488000000,200,A,Overhead,{2E3ECCAD-49F1-481E-B713-29B403E89F48},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77481479,-88.14169069
2991,MTR-2991,RMT002,997488000000,200,A,Overhead,{3B11B1F4-E6DD-4FA3-BBD1-2E8AC47A9000},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77475685,-88.14178733
2992,MTR-2992,RMT002,997488000000,200,A,Overhead,{7C06B539-8817-4240-8932-33783F61DE71},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77483845,-88.14204711
2993,MTR-2993,RMT002,997488000000,200,A,Overhead,{EE651ED2-159F-426D-B060-DEBE53FB99B6},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77461086,-88.14198112
2994,MTR-2994,RMT002,997488000000,200,A,Overhead,{43F3A092-B026-4251-93CF-79AFC5F7703B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77446333,-88.14199767
2995,MTR-2995,RMT002,997488000000,200,A,Overhead,{A0FB1124-966C-4458-A332-999F1C4B14AC},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77461123,-88.14169083
2996,MTR-2996,RMT002,997488000000,200,A,Overhead,{BDAF1FEE-B9CD-4BA9-8D2D-62F9AA201C8D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77457532,-88.14154498
2997,MTR-2997,RMT002,997488000000,200,A,Overhead,{30817B29-4AA0-4C20-BAD1-7FC3DA52AB2B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77455813,-88.14134248
2998,MTR-2998,RMT002,997488000000,200,A,Overhead,{22757D7E-DF29-48F1-99BC-EDB8E8076337},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77434783,-88.14134216
2999,MTR-2999,RMT002,997488000000,200,A,Overhead,{090FC545-0668-4F4F-B704-E047008C1EAF},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77431909,-88.14157456
3000,MTR-3000,RMT002,997488000000,200,A,Overhead,{202E4B51-782C-4DE8-BA3C-CAC9980697CC},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77417277,-88.14157971
3001,MTR-3001,RMT002,997488000000,200,A,Overhead,{40DEE1A7-813B-47C7-92AD-7CA901674F9D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77410878,-88.14133639
3002,MTR-3002,RMT002,997488000000,200,A,Overhead,{1E8F8420-390A-4EC8-B808-29F9ADD9C423},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77430398,-88.14172488
3003,MTR-3003,RMT002,997488000000,200,A,Overhead,{AEDA520D-80EB-41F4-9EFD-6F74216D74BB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77431457,-88.14191789
3004,MTR-3004,RMT002,997488000000,200,A,Overhead,{4E706216-2E81-4BEB-98D1-FF43E6B42EA4},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77411078,-88.141901
3005,MTR-3005,RMT002,997488000000,200,A,Overhead,{2D502951-581A-4D36-BA8D-6C9920DB7431},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7742025,-88.14174806
3006,MTR-3006,RMT002,997488000000,200,A,Overhead,{513A24EA-3CF7-4780-8AF7-7CF8765F9CA5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77372703,-88.14134715
3007,MTR-3007,RMT002,997488000000,200,A,Overhead,{624B8599-90E1-4A21-ACD4-7033D3104C9E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77368541,-88.1416197
3008,MTR-3008,RMT002,997488000000,200,A,Overhead,{1E416B0B-C10B-410A-9BEF-F2230122EFE7},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77371305,-88.14192615
3009,MTR-3009,RMT002,997488000000,200,A,Overhead,{FD8B5494-74BB-4DD1-A273-AFF117A7B36E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77374522,-88.14179084
3010,MTR-3010,RMT002,997488000000,200,A,Overhead,{8E8B802D-C2E2-4CBD-A693-2DE64CD86402},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77351459,-88.14197793
3011,MTR-3011,RMT002,997488000000,200,A,Overhead,{18603F82-177A-4968-A1A0-331202192F61},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77353933,-88.1417995
3012,MTR-3012,RMT002,997488000000,200,A,Overhead,{7A1CF3E5-34EC-4DFE-84DC-34BE2B33B570},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77336773,-88.14178088
3013,MTR-3013,RMT002,997488000000,200,A,Overhead,{0E2F3D4B-8424-4134-AA68-DBFDDA21824F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77327779,-88.14197522
3014,MTR-3014,RMT002,997488000000,200,A,Overhead,{CCDD54FC-06AB-4DBD-980D-4A84DC893695},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77329079,-88.14164276
3015,MTR-3015,RMT002,997488000000,200,A,Overhead,{B5F39796-2810-4385-8E1A-CDE772BACD53},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77337163,-88.14163122
3016,MTR-3016,RMT002,997488000000,200,A,Overhead,{1F6FD255-A96C-42A9-9FD8-A007FFC56A92},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77338063,-88.14146507
3017,MTR-3017,RMT002,997488000000,200,A,Overhead,{8BC83B76-97A0-482F-A1EA-FD7617C1DA6E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7733621,-88.1413137
3018,MTR-3018,RMT002,997488000000,200,A,Overhead,{FB0234EC-78FA-45F6-A8D1-7D5729D2C178},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77356303,-88.14136987
3019,MTR-3019,RMT002,997488000000,200,A,Overhead,{B6D05783-CA4C-4911-B0BE-F712D765972B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77363986,-88.14161128
3020,MTR-3020,RMT002,997488000000,200,A,Overhead,{81709C74-BF41-4ADF-BF89-CD280639660D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77309572,-88.14145542
3021,MTR-3021,RMT002,997488000000,200,A,Overhead,{07CBA383-EFAE-4645-BCF7-9456A7925849},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77295664,-88.14147376
3022,MTR-3022,RMT002,997488000000,200,A,Overhead,{E4FAE886-3E2A-42CF-926D-560BBEDA3885},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77302205,-88.14165153
3023,MTR-3023,RMT002,997488000000,200,A,Overhead,{3880B3D6-0D1F-4A57-BE8F-501BE04C0960},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77291397,-88.14177607
3024,MTR-3024,RMT002,997488000000,200,A,Overhead,{22EE3376-DC49-4FE1-94BA-FECFB24CAF49},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77300732,-88.14198799
3025,MTR-3025,RMT002,997488000000,200,A,Overhead,{822D8D8E-148E-4F58-8025-322F4CFD1AF5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77285609,-88.14200772
3026,MTR-3026,RMT002,997488000000,200,A,Overhead,{25F257F6-7517-4D87-A192-C0C1554D0CBB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77280392,-88.14164106
3027,MTR-3027,RMT002,997488000000,200,A,Overhead,{3EC6CF8B-FA47-470B-89EA-E00B4BC38535},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77269154,-88.14165927
3028,MTR-3028,RMT002,997488000000,200,A,Overhead,{30DB4DF2-2B2A-4353-A0A5-294581DACE88},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77274615,-88.1414707
3029,MTR-3029,RMT002,997488000000,200,A,Overhead,{16F5E8C8-8F38-4D5B-A00F-C9BADCDA3997},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77263968,-88.142028
3030,MTR-3030,RMT002,997488000000,200,A,Overhead,{19CB1850-C45B-4624-9720-F5F72961AFD8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77273188,-88.14178842
3031,MTR-3031,RMT002,997488000000,200,A,Overhead,{1EE1BD71-FD88-46A3-AA94-34CD8AC92A60},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77798155,-88.14173788
3032,MTR-3032,RMT002,997488000000,200,A,Overhead,{C46B31D8-E4F1-422A-B7F7-681474DD34CD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7780396,-88.14110963
3033,MTR-3033,RMT002,997488000000,200,A,Overhead,{B809A27B-DE19-4E4F-8108-C618347364E6},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77815434,-88.14108182
3034,MTR-3034,RMT002,997488000000,200,A,Overhead,{FC982818-E15E-4881-96C8-6665C3AF66EA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77795593,-88.14121739
3035,MTR-3035,RMT002,997488000000,200,A,Overhead,{A1AD38DB-F290-4D71-A1DD-1FA825B2C02D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77784751,-88.14137078
3036,MTR-3036,RMT002,997488000000,200,A,Overhead,{632D7ED3-00CE-4F02-9121-F23D237AA8B1},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77781756,-88.14115225
3037,MTR-3037,RMT002,997488000000,200,A,Overhead,{3910821A-1B9A-41BC-ACAC-1E465ACF2994},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77765278,-88.1413949
3038,MTR-3038,RMT002,997488000000,200,A,Overhead,{5A79A6F5-7777-4F13-BD74-2A8EB0DBB095},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77762489,-88.14119082
3039,MTR-3039,RMT002,997488000000,200,A,Overhead,{C6A0B1FE-4727-432B-82FC-13811865EA46},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77769228,-88.14154774
3040,MTR-3040,RMT002,997488000000,200,A,Overhead,{85B7BC85-C35D-4D01-9CE1-93227816EA1D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77732008,-88.14181099
3041,MTR-3041,RMT002,997488000000,200,A,Overhead,{B8D17425-ED7C-430D-BC14-5C895EC010F5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77712153,-88.14179906
3042,MTR-3042,RMT002,997488000000,200,A,Overhead,{F3FCDBF4-BE62-4182-ACF4-24150ACAD090},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77714022,-88.14162287
3043,MTR-3043,RMT002,997488000000,200,A,Overhead,{D376F4AA-AD3A-49CE-81B6-84E7EAF75157},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77707136,-88.14159559
3044,MTR-3044,RMT002,997488000000,200,A,Overhead,{C3209C71-BC00-4B7D-85E7-D2ED31B7929C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77703639,-88.14180002
3045,MTR-3045,RMT002,997488000000,200,A,Overhead,{5D725526-B9FB-4049-A534-8AEC607DB50F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77728853,-88.14126714
3046,MTR-3046,RMT002,997488000000,200,A,Overhead,{46748C92-0B40-4F07-993F-1E13370B8998},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77680937,-88.14127791
3047,MTR-3047,RMT002,997488000000,200,A,Overhead,{67BDEDF8-908D-4A3A-A93F-7875C1DBF4DE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77683264,-88.14178261
3048,MTR-3048,RMT002,997488000000,200,A,Overhead,{5EFF07D4-4686-4023-86FB-3F54EED52973},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77683671,-88.14163998
3049,MTR-3049,RMT002,997488000000,200,A,Overhead,{3BB10F14-A144-4BAA-B61B-915E36243737},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77669899,-88.14181025
3050,MTR-3050,RMT002,997488000000,200,A,Overhead,{8D24F110-4DDC-45B4-A151-FE8B7BF378B1},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77657324,-88.14181929
3051,MTR-3051,RMT002,997488000000,200,A,Overhead,{9CD7964E-E665-410B-B3E8-2ADCC8BF3600},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77650234,-88.14169396
3052,MTR-3052,RMT002,997488000000,200,A,Overhead,{6720DAAB-3B8C-4857-A2FB-F0A30B25B2A0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77649679,-88.1416234
3053,MTR-3053,RMT002,997488000000,200,A,Overhead,{88FD38B2-CAC7-4154-8E7A-24D65BB13208},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77628744,-88.14165178
3054,MTR-3054,RMT002,997488000000,200,A,Overhead,{215F086B-BA89-46D2-B3D4-C136D380ADE5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77623633,-88.14181064
3055,MTR-3055,RMT002,997488000000,200,A,Overhead,{F44BCF44-60A4-4B7A-BF55-06D9956C7569},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77609323,-88.14166919
3056,MTR-3056,RMT002,997488000000,200,A,Overhead,{B3762DCB-CDC3-4634-BD1C-EEF32D0F1244},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77614222,-88.14163748
3057,MTR-3057,RMT002,997488000000,200,A,Overhead,{348E03C1-DE7E-437D-9224-1FFB11B43154},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77608901,-88.14145289
3058,MTR-3058,RMT002,997488000000,200,A,Overhead,{5832D9E3-3EE3-4351-9D1F-DE9D82C3851E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77617468,-88.14146369
3059,MTR-3059,RMT002,997488000000,200,A,Overhead,{971F48E4-FD7C-4B7E-B1F7-AE3747A08EBC},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77616964,-88.14117011
3060,MTR-3060,RMT002,997488000000,200,A,Overhead,{9B094CCA-7952-4178-9BAC-85062D50B4ED},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77605217,-88.14115454
3061,MTR-3061,RMT002,997488000000,200,A,Overhead,{5D2FD69E-668D-4444-BCB9-A91C31473C46},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77566705,-88.14188196
3062,MTR-3062,RMT002,997488000000,200,A,Overhead,{584A7667-01F7-4206-928D-D03AE14002FA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77568145,-88.14165256
3063,MTR-3063,RMT002,997488000000,200,A,Overhead,{AA0C5E5E-B83D-4AB9-B959-EEE03E421770},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77554129,-88.14163148
3064,MTR-3064,RMT002,997488000000,200,A,Overhead,{4C0DB52A-146C-47A5-BEC8-F1918008B348},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77558489,-88.14182987
3065,MTR-3065,RMT002,997488000000,200,A,Overhead,{0C64AAA6-18AD-4419-8B66-8C711CE6823C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77542276,-88.14189504
3066,MTR-3066,RMT002,997488000000,200,A,Overhead,{02B2B5D9-6ABF-4C1A-83FF-FB0247B39AB0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77543452,-88.14167929
3067,MTR-3067,RMT002,997488000000,200,A,Overhead,{505FB39C-4489-4364-9E6D-752CCE08F538},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77552125,-88.14120758
3068,MTR-3068,RMT002,997488000000,200,A,Overhead,{1D87DC8A-32F7-4396-B2C4-274493F084E1},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77569471,-88.14127409
