OBJECTID,Installati,FacilityID,Owner,GlobalID,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
324,1094601600000,SC1-T2,Utility,{9697AED7-FBBB-468C-B887-B763196DDFB5},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79348791,-88.12783881
325,1094601600000,SC2-T2,Utility,{F24A3897-0052-4449-8425-F5A9335A37D5},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79403032,-88.14323517
326,1094601600000,SC2-T1,Utility,{07562AE2-1D27-4603-80B0-40B940C711D5},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79409961,-88.14069347
327,1094601600000,SC2-T1,Utility,{4D594794-2975-4F8F-B63E-77C8A656E971},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79332158,-88.1399888
328,1094601600000,SC1-T6,Utility,{91785B75-3E85-4190-8A8C-36F7BD818125},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80430843,-88.13347264
329,1094601600000,SC1-T4,Utility,{6C81BB17-C8AB-4134-99E5-F4696A1AA821},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80413818,-88.13411845
330,1094601600000,SC1-T5,Utility,{7472C0C6-7CC2-4EF0-A853-63ECF0FC3555},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.8041247,-88.13372063
331,1094601600000,SC3-T1-1,Utility,{A41093F8-6B02-4995-A37C-AEAE67AA8956},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79671813,-88.12760747
332,1094601600000,T1,Utility,{CF1D64A2-0D23-4040-93C3-53BF636514C3},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79737258,-88.12959353
333,1094601600000,T2,Utility,{10A73C66-5122-4CCE-ABB3-C9FD5AED935B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79727876,-88.12889572
334,1094601600000,SC3-T1-2,Utility,{8B1778FD-3894-43BE-B710-218F1E218163},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79655118,-88.12811119
335,1094601600000,SC3-T2,Utility,{93B01306-C28A-42E4-8C1F-48C37828A4DC},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79718934,-88.13078514
336,1094601600000,SC3-T1-4,Utility,{CE859E8B-8E38-45BA-880B-B878FB503790},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79651953,-88.13078352
337,1094601600000,SC3-T1-2-2,Utility,{BBF8E4E9-A7FE-409F-B8E5-DB086CCC71F0},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79406085,-88.12716503
338,1094601600000,SC3-T1-3,Utility,{2A8C828F-4697-4774-BBE3-2AB077A0A507},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79652582,-88.12947753
339,1094601600000,MH4-T5,Utility,{5715645C-2221-466C-87D5-01CB8C70054B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79643879,-88.13384322
340,1094601600000,SC3-T2,Utility,{0F6F83F1-ADDB-477C-AFF4-A6596ED98168},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80164539,-88.14364243
341,1094601600000,SC3-T3,Utility,{685B8E0A-22A8-47BE-96F7-0FF6CE16A213},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80123425,-88.14334439
342,1094601600000,MH1-T6,Utility,{FB7DAE74-8736-47D1-BC11-1EF583C42887},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79861563,-88.14571791
343,1094601600000,MH1-T5,Utility,{F2AFFBEF-C99E-4D1E-9ED2-FE6EA39957CE},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79817202,-88.14588765
344,1094601600000,MH1-T3,Utility,{11DCCE63-8D11-44C4-96DA-141DA593DE86},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79684408,-88.14634246
345,1094601600000,MH1-T4,Utility,{2081135C-B41F-4BA1-B70E-F8D5332BF7FE},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79749264,-88.14555142
346,1094601600000,MH1-T8,Utility,{5AB8B5F2-6846-4D46-92D9-872D668191D1},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79809106,-88.14463818
347,1094601600000,MH1-T5,Utility,{B679B3A7-7655-4FBA-B8C4-4356CEFED191},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79745578,-88.14796052
348,1094601600000,MH1-T1,Utility,{59009F5A-EE98-4F92-9354-EC9578BB14A7},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79500427,-88.14900551
349,1094601600000,MH1-T3,Utility,{3867B8B4-0B76-4BF5-8C21-24018C54B2FB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79631583,-88.14898691
350,1094601600000,MH1-T7,Utility,{56F6DC12-1B5C-4E3A-98BF-7BF543516B47},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79816825,-88.14708423
351,1094601600000,MH1-T10,Utility,{52E95BDE-FB1A-4D78-B06D-7AC63F1F77DA},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79993674,-88.14644155
352,1094601600000,MH1-T12,Utility,{ABA0D7FB-7F3D-46FB-A560-D523629489B5},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7996677,-88.14464292
353,1094601600000,T1,Utility,{C77A5651-0785-4FD3-AB79-02F3D5E0FBD4},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80068832,-88.14471944
354,1094601600000,T2,Utility,{2DB0AADB-868E-4587-9D66-94C45DEDCDC0},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80062662,-88.14531183
355,1094601600000,SC3-T1,Utility,{2EEFFCDC-7DF0-42AA-8B51-A141BAF7F884},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80201975,-88.14295063
356,1094601600000,SC3-T4,Utility,{74C9597D-A222-4B58-BC9F-DBFA4C3DEEF7},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.8013113,-88.14213338
357,1094601600000,T2,Utility,{543ECBDF-F85D-4ECC-8175-8C65906E6CA1},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79902446,-88.14343723
358,1094601600000,MH1-T2,Utility,{7B9F5F8B-E679-44F8-B1B1-B4694A76EE12},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79829558,-88.13302397
359,1094601600000,MH1-T1,Utility,{F50E91FE-B903-4FB7-AA6A-06A173169A3E},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79830251,-88.13179095
360,1094601600000,MH11-T7,Utility,{7B402E42-BAD5-40BD-A5BE-7914734ED91F},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79791661,-88.12731692
361,1094601600000,SC1-T4,Utility,{9F254C14-8B0E-4006-826C-0C54E5938820},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79998892,-88.13648994
362,1094601600000,SC1-T3,Utility,{50D3C981-1BDE-4EF0-AE45-9F9FB89DCF44},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79986614,-88.13810721
363,1094601600000,T1,Utility,{8707135F-B20F-474C-9330-EF11E2B9D0A8},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79801733,-88.14027421
364,1094601600000,SC1-T6,Utility,{A754EC1E-7699-444A-A821-0C2ADF861FAB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80103918,-88.1353158
365,1094601600000,SC1-T5,Utility,{D2AF0EBD-6994-40F4-BFBB-745733C4A5C0},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80065675,-88.13472344
366,1094601600000,SC1-T10,Utility,{0060985B-2D9C-464B-9518-EF0D4BC21DC6},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79886876,-88.13968839
367,1094601600000,SC1-T8,Utility,{9BC797F5-A322-4715-B6F9-D5CF3846D792},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80074231,-88.13898554
368,1094601600000,SC1-T7,Utility,{D5DC6D58-06AB-4EB2-879E-8E1F4B237A9C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80086928,-88.13735466
369,1094601600000,SC1-T9,Utility,{C197D1F4-5F36-499E-B071-EA8D5B844323},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79978016,-88.13941045
370,1094601600000,SC1-T11,Utility,{736170EF-62E6-4B1E-BB9D-4E7CF78C7FEF},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79918555,-88.14084982
371,1094601600000,SC1-T14,Utility,{E723278A-1F56-4478-A954-76F079E7A3EB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.8005008,-88.14039407
372,1094601600000,SC1-T12,Utility,{BB5998C8-1D7C-49DA-8E90-DFA1F91BE74B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80054022,-88.14176993
373,1094601600000,SC2-T4,Utility,{8E81CF96-3AA8-414B-A5A7-7DC29F67835C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79955143,-88.13212688
374,1094601600000,SC2-T2,Utility,{4219703B-47CE-4B93-9A6E-E7F20587631D},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7993199,-88.13357294
375,1094601600000,SC2-T3,Utility,{6CF26009-7DC3-40C5-9A24-8881FA086B19},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7998824,-88.13292818
376,1094601600000,SC2-T1,Utility,{32BBAFA5-2C90-4CA5-B220-B8C9FEA69390},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80170184,-88.13859493
377,1094601600000,SC2-T2,Utility,{CAD0DB0F-DE02-48B1-A739-8A8795A178E8},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80179297,-88.13738661
378,1094601600000,SC2-T3,Utility,{6449BE8F-3828-4C60-B477-8BFC6C021B02},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80189588,-88.13602897
379,1094601600000,SC2-T4,Utility,{D9D361A0-A941-42F0-A841-C4ED024BE7C8},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80199326,-88.13484876
380,1094601600000,MH8-T2,Utility,{96D406CC-E368-4716-9D0A-09F767DDDAC6},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80082531,-88.13362862
381,1094601600000,MH8-T4,Utility,{577D5459-C8A2-464B-B321-9277085E6DEF},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80084252,-88.13093924
382,1094601600000,MH4-T1,Utility,{2913EA43-7D16-431F-8398-074E0BC4A1C5},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79402033,-88.13070797
383,1094601600000,SC1-T1,Utility,{7ED4D94C-D5A1-4738-91EF-60878E4A341F},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79570144,-88.13273905
384,1094601600000,SC1-T1,Utility,{FAC50CE5-1D0F-4A45-A422-D56F766183D6},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79478955,-88.13272423
385,1094601600000,T2,Utility,{4902061E-3AC7-416C-A101-F6FDB06A1B58},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79732206,-88.14211167
386,1094601600000,T3,Utility,{42008CCF-36F8-4C8F-9075-A443B4B85E28},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79721173,-88.14129322
387,1094601600000,T4,Utility,{A6B1D1D1-5B36-422F-AC44-EBB2F884BBF8},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79695814,-88.13896074
388,1094601600000,T3,Utility,{892E0238-A726-4434-8BAB-6EF108922022},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79632319,-88.14146706
389,1094601600000,T1,Utility,{8F747BC4-A344-44E1-87A8-5C4D5FFA30D1},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79612222,-88.1391299
390,1094601600000,T1,Utility,{23BAC0D6-CE8F-4DC8-8A64-F34478AAA55B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79595036,-88.1376164
391,1094601600000,T2,Utility,{349F4421-FD5A-4495-B3F3-17BB192CC81E},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79676148,-88.1376225
392,1094601600000,T3,Utility,{F4238015-5868-4D7E-B02B-385B6A74D96B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79451277,-88.13758692
393,1094601600000,T1,Utility,{8F24ED88-4E88-4F0C-83BD-83DC26FB89FC},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79451246,-88.13636301
394,1094601600000,T2,Utility,{8DC6C937-E8DD-4F2A-B747-11884D732049},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79558165,-88.13638274
395,1094601600000,SC2-T3,Utility,{B71CC32B-F53D-4F39-80FA-FB03B75843DC},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79450029,-88.13525162
396,1094601600000,SC2-T2,Utility,{F139DF4C-1745-4AF5-AB76-FBE8C9E315F5},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79588615,-88.13517842
397,1094601600000,SC3-T3,Utility,{2BFDA8F0-DED6-423D-9594-62464ABCCF1C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79737718,-88.13216481
398,1094601600000,SC3-T4,Utility,{BBB17D6C-2768-49D3-B8F7-1BDC5B9619CE},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79735982,-88.13352159
399,1094601600000,SC1-T2,Utility,{2865257C-61B1-41AB-8511-196D431F3FCB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79565624,-88.1310606
400,1094601600000,SC1-T2,Utility,{69E37C22-3E66-437A-80C2-0394020E5F92},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7948397,-88.13104104
401,1094601600000,SC1-T3,Utility,{3EF89AE6-DD8B-45A7-9F27-5D4297ABE56C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7948538,-88.12976523
402,1094601600000,SC1-T3,Utility,{0FF0BC8A-803F-43A4-A8A8-A52E54EF944B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79566988,-88.12952125
403,1094601600000,SC2-T4,Utility,{8005D72E-1B05-4EB2-B528-89EFE2C98E68},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79362271,-88.13597349
404,1094601600000,SC2-T5,Utility,{A71B5984-E697-42C9-9C78-F9E337F2BDBE},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79363999,-88.13524466
405,1094601600000,MH4-T2,Utility,{4FB9D13B-E7FA-4E9D-B9DF-4FCDC481CDEB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79372718,-88.13318106
406,1094601600000,MH4-T3,Utility,{65891A6B-A8C2-4EA4-95A3-7D4A2D97EDC8},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79467961,-88.13394633
407,1094601600000,MH4-T4,Utility,{56F9660E-FED0-4DDC-AB3E-256149835AFD},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79537862,-88.13395825
408,1094601600000,SC2-T2,Utility,{1FE95FC2-D578-4722-A659-E184A08E70C3},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79370664,-88.13945187
409,1094601600000,SC2-T3,Utility,{E0E16EB4-B294-454B-970B-EB1EFA7E89AA},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79362101,-88.13761902
410,1094601600000,T2,Utility,{029AC652-E5BA-430F-9EF8-9D8695891D7B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79533518,-88.1410826
411,1094601600000,T1,Utility,{7BB9B4AF-2716-4BC9-B279-81FB656A6298},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7952864,-88.13944486
412,1094601600000,SC1-T2,Utility,{6B0E4BCF-2E74-4F1E-A689-B6E802126732},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79553974,-88.14564641
413,1094601600000,MH2-T5,Utility,{B0063090-4DAE-4107-844A-52762F545E9C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79691564,-88.14386412
414,1094601600000,T2,Utility,{7F3196AB-04C2-42BE-B5A7-7ECD440A670B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79829125,-88.14162462
415,1094601600000,SC2-T1,Utility,{9C3018CE-2892-4E7A-B73E-F714427C23E1},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79724347,-88.13497174
416,1094601600000,T3,Utility,{60B0C3C1-7D10-4271-B9A5-2E7F57B1DCB0},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79681651,-88.13640705
417,1094601600000,SC1-T3-1,Utility,{4C9D6365-4413-4278-B98C-CC1DA4F8C7EC},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79630354,-88.14300655
418,1094601600000,SC3-T1-2-1,Utility,{B65114E7-E81B-4887-80C1-8D1B9B97F874},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79532847,-88.12818559
419,233884800000,SC4-T2,Utility,{CD658B06-AE94-4D3C-8331-5DF11C7FB9DD},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80560723,-88.1461371
420,935020800000,SC4-T1,Utility,{0CE1A4BF-71E0-4FF0-86FD-6AB0DDE4350F},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80488809,-88.14441228
421,1094601600000,T1,Utility,{B22EEE4C-0EEC-4B9A-B798-78D35912DBF6},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79750464,-88.14278362
422,1094601600000,SC1-T3,Utility,{F9431CEB-B19C-4663-AA1A-66E770752A92},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80256095,-88.12788527
423,1094601600000,SC1-T2,Utility,{62F296CD-77BD-4645-9AF0-8DBB44EC04F8},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80251754,-88.12788269
424,1094601600000,MH7-T5,Utility,{A6A9B07E-50E5-4A33-B7AA-D87045A448B4},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.8050198,-88.13881026
425,1094601600000,SC1-T8,Utility,{323684EF-4958-4926-8FF2-65BB13F9CC1F},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80544996,-88.12784511
426,1094601600000,SC1-T7,Utility,{E2C2D833-3345-47F6-9A20-EA09B5566781},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80380951,-88.12792358
427,842140800000,P2-T2,Utility,{D3490BE0-BEE6-4634-A95D-AA1C47A54DCC},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80268274,-88.15316027
428,1094601600000,MH1-T1,Utility,{6A896321-BBE2-48A6-9CC0-CDEFF0842E8F},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80242264,-88.15131526
429,1094601600000,MH19-T5,Utility,{37E1D1FA-5B5E-4DFF-A2C3-6AA873ACECD9},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80513431,-88.12524111
430,1094601600000,MH7-T1,Utility,{2A0A9B07-6F7B-4D26-8CF7-39F35F8CAE6A},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80389483,-88.13687957
431,1094601600000,MH7-T2,Utility,{3CE9B16A-B407-42EE-87E4-4C66063D8DA2},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80397758,-88.13740686
432,1094601600000,SC1-T8,Utility,{DE0B77DE-61D9-41C5-9CDC-BA0AF239FAEB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80553026,-88.13592135
433,1094601600000,SC1-T7,Utility,{BB29D6DC-A6BF-4954-8AA1-A5F52D907166},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80557623,-88.13394169
434,1094601600000,SC1-T1,Utility,{3583411B-4F6B-433C-828A-0C7E00BC4127},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80255567,-88.12290689
435,1094601600000,MH6-T1,Utility,{661E4DDA-7223-4608-AE93-935E29227A0F},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.8042832,-88.12354442
436,1094601600000,MH6-T2,Utility,{2DE70AA9-D58F-43B2-9DC9-223788638472},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80509006,-88.12276408
437,1094601600000,MH4-T2,Utility,{95230EE3-F2AD-46BA-B091-9023B2E06BED},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80324492,-88.12178675
438,1094601600000,MH4-T1,Utility,{44972A92-A5CC-44E1-BC95-94DE572E9E33},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80325893,-88.12182436
439,1094601600000,SC10-T1,Utility,{3599F6ED-056F-4F0A-B352-701F59E8E631},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.8039172,-88.13095351
440,1094601600000,SC1-T4,Utility,{DF807F95-A7FD-43B5-96F0-5DDE8CAC116F},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80289372,-88.12773694
441,1094601600000,SC1-T1,Utility,{C75D15C0-251A-4B4A-AFE8-0C2605D383BB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80232005,-88.12771589
442,1094601600000,MH19-T2,Utility,{F98541E5-5C8F-4247-95A0-8F53403014E9},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80222144,-88.12657957
443,1094601600000,SC1-T9,Utility,{4DF630E8-9297-4099-A476-4788C6D9E630},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80516597,-88.12725595
444,1094601600000,SC1-T6,Utility,{D1B7550C-F678-4DE2-8CF9-5E529CB62306},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.8038461,-88.12773694
445,1094601600000,SC1-T5,Utility,{0A730346-BB66-4320-BC2A-2A8578DD2FA5},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80380801,-88.12773092
446,1094601600000,SC10-T4,Utility,{C7F8A351-2E1D-4B37-BA00-CDFFDE771A43},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80506511,-88.13247947
447,1094601600000,SC10-T2,Utility,{35EFA63E-0693-420F-85B7-DE598EBA7A24},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80471349,-88.13124176
448,1094601600000,MH19-T3,Utility,{1D44EBB0-0784-4BE6-A14E-A29B6F37CA77},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80289139,-88.12680186
449,1094601600000,MH19-T4,Utility,{999058F2-1C8B-447F-9FDF-A1A896B3F6D5},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80394288,-88.1268323
450,1094601600000,MH7-T3,Utility,{D446F401-5520-47E1-A3F0-1DD6A3CB0F00},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80356099,-88.1381383
451,1094601600000,MH7-T4,Utility,{754B218D-DC25-4A86-B6BE-C8694EAF92A7},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80434315,-88.13790228
452,1094601600000,MH6-T3,Utility,{C9C56A10-4F02-43A7-B06B-3544D1FFFD5B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80215856,-88.141553
453,1094601600000,SC2-T8,Utility,{7850A79E-6353-43E4-AF55-8ECF7E767419},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80196934,-88.13820601
454,1094601600000,SC2-T7,Utility,{95A815A3-B742-40EB-89CA-DD3A2395CDE5},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80202781,-88.13766528
455,1094601600000,MH11-T2,Utility,{5BB67AC8-D985-4614-8879-A02EC7F9F65E},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80271041,-88.13293547
456,1094601600000,SC2-T6,Utility,{0957F430-B981-4363-B443-885CDEB146F0},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80219065,-88.13534465
457,1094601600000,MH15-T6,Utility,{C5583305-F4C2-4C68-9BFA-A7FB863730DB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80186772,-88.13051296
458,842140800000,P2-T2-1,Utility,{1C814DF3-266E-4999-B48B-0ACD9F88A095},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80257681,-88.14845131
459,1009411200000,MH2-T1,Utility,{8416B409-3647-4FE3-8DF4-91ED746E9DF8},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79829474,-88.14799359
460,997401600000,SC2-T3,Utility,{94FBE4E4-3158-48BD-BA4D-49CC4B638B2D},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79977968,-88.14960281
461,997401600000,SC2-T4,Utility,{04DF77B7-055B-465B-80D5-9E4B66DC74B0},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79835259,-88.14995379
462,972604800000,MH1-T1,Utility,{58747114-4D70-414E-8275-B4375A0F1FE6},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79919955,-88.14815581
463,1006732800000,SC3-T1,Utility,{1AF17121-D3FE-4596-A9E0-13BA3789A8FD},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80099105,-88.14861948
464,997401600000,SC2-T1,Utility,{3E851E16-ADC6-45AD-9BA3-CF1423016A0B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80101332,-88.15029008
465,997401600000,SC2-T2,Utility,{0F40A72C-0AD7-404E-AF63-2138BDF467B1},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80031671,-88.14967039
466,1094601600000,MH19-T1,Utility,{381D6933-F489-4212-9A23-01D24BBDFED4},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80158128,-88.12663695
467,1094601600000,MH6-T1,Utility,{D6A77F0F-052F-4815-8BEC-2D6E192BD091},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78587502,-88.14638518
468,1094601600000,MH6-T2,Utility,{0902C43F-25EB-40B2-8F57-2C6FB8B17109},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78591733,-88.14638634
469,1094601600000,MH6-T3,Utility,{3E3A38AA-5636-46EA-81AC-9395B15BDCA9},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78589402,-88.14522709
470,935107200000,T1,Utility,{F85A701B-560A-4F0E-9AA3-239042D07F3D},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78565942,-88.14535472
471,1094601600000,MH9-T1,Utility,{B9708E5E-51A2-47E1-BFDA-D57E93C28F1C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78561542,-88.14288652
472,1094601600000,MH8-T1,Utility,{835A1070-6A9E-46D5-AF90-C4F5AA5D8892},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78593626,-88.1420177
473,1094601600000,T3-1,Utility,{E02881C2-B840-4775-95AE-BF755CDD6798},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78651785,-88.13721083
474,1094601600000,T5,Utility,{73347E4B-F7BD-4690-92BD-EEBEBE1438EC},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78708474,-88.13648702
475,1094601600000,T2,Utility,{344E04CC-D627-42C6-8E0C-B603ED8CCC0F},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78804924,-88.13597542
476,1094601600000,T1,Utility,{FB0CD2A7-4B3F-46A8-AEDC-52984477459E},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78781868,-88.13608389
477,1094601600000,T1,Utility,{6417DBF3-5CEE-4770-B886-3DECB9542181},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7852993,-88.13687238
478,1094601600000,T2,Utility,{B19F6877-7381-4904-A5B9-9AB0D88E8E6F},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78575561,-88.13661129
479,1094601600000,SC1-T1,Utility,{582D183B-85DD-4F14-BBC1-B40FC64EEAF1},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78097217,-88.14622352
480,1094601600000,SC1-T2,Utility,{246FA4B6-7F04-429D-8530-233AB41B0544},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78072473,-88.14477487
481,1094601600000,SC1-T3,Utility,{BB50E695-920C-4D70-913C-3564C43FCEFF},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78089324,-88.14415054
482,1094601600000,P1A-T1,Utility,{BF2F16C6-490F-41AC-96AE-1A8ED5BAADD0},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78947422,-88.13218331
