OBJECTID,FacilityID,MeasuredLe,FeederID,NominalVol,OperatingV,ConductorT,BackfillMa,CableCount,InConduitI,OWNER,OPERATINGC,Shape_Length,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
1170,PUG-1170,368.64345483,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,150.8532089949942,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80334443,-88.16719198
1171,PUG-1171,772.15590075,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,315.7495743765138,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80444396,-88.16297632
1172,PUG-1172,530.02655596,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,216.91734498703292,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80306789,-88.16480713
1173,PUG-1173,397.4181846,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,162.41788653822772,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80236171,-88.16136437
1174,PUG-1174,896.49306606,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,366.0697003038189,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80166573,-88.1653387
1175,PUG-1175,1152.29307574,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,470.6317259040058,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79437691,-88.1650936
1176,PUG-1176,293.48950186,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,120.04723303862714,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80461572,-88.16185577
1177,PUG-1177,119.13296855,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,48.701564179704235,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.8046895,-88.16137594
1178,PUG-1178,17.14778764,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,7.012337076407007,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80425986,-88.16503155
1179,PUG-1179,396.7912489,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,162.40156275737067,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80307854,-88.1615992
1180,PUG-1180,890.65234484,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,364.67795396478374,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80310879,-88.15990233
1181,PUG-1181,10.07630679,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,4.125682392788675,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80216374,-88.16075472
1182,PUG-1182,310.27379719,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,126.67775807809444,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80097876,-88.16152721
1183,PUG-1183,693.98809672,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,283.8109453362003,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80151468,-88.16129878
1184,PUG-1184,168.98960669,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,69.21730059491937,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80403779,-88.16517757
1185,PUG-1185,152.83579328,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,62.55882843291419,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80113911,-88.16231522
1186,PUG-1186,7.67712489,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,3.134571465944269,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.8015317,-88.16370858
1187,PUG-1187,7.36368947,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,3.0065864522763865,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80145344,-88.16372161
1188,PUG-1188,7.37418388,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,3.011069998197603,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80148564,-88.16366171
1189,PUG-1189,370.28502932,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,151.2039162286805,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.8014129,-88.16297709
1190,PUG-1190,640.90744715,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,262.13624128971435,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80320669,-88.16405879
1191,PUG-1191,148.32753679,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,60.662436599150155,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80353052,-88.17374783
1192,PUG-1192,7.56810366,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,3.101612112608108,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80376602,-88.1652044
1193,PUG-1193,7.5395002,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,3.0897603631697264,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80374493,-88.16526943
1194,PUG-1194,7.53163449,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,3.086640475603077,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80372504,-88.16523751
1195,PUG-1195,28.46600239,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,11.642118271916697,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80380376,-88.1652546
1196,PUG-1196,273.50404877,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,111.74561196753052,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80373971,-88.16475692
1197,PUG-1197,569.54395242,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,233.09381039629704,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80285899,-88.16277518
1198,PUG-1198,562.9188647,RMT001,150,150,OPN,SOIL,3,N,Utility,Distribution,230.24589649189727,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79338001,-88.15597121
1199,PUG-1199,277.66581342,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,113.74652086620492,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7869689,-88.15720365
1200,PUG-1200,589.07751265,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,240.76030729556572,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78607381,-88.15988776
1201,PUG-1201,672.22854802,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,274.6547236738215,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78431148,-88.1675702
1202,PUG-1202,481.27747284,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,196.76515216845564,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78420408,-88.16885445
1203,PUG-1203,113.6032684,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,46.460384540743554,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78361497,-88.1734275
1204,PUG-1204,518.35292954,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,211.73854221021975,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78265268,-88.17312681
1205,PUG-1205,316.42471419,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,129.61548928317202,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78291052,-88.17405178
1206,PUG-1206,685.93702416,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,280.3391094971024,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78519468,-88.16963065
1207,PUG-1207,540.26194875,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,220.8483252124621,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78596966,-88.16169244
1208,PUG-1208,133.18439411,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,54.46304587344163,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78307777,-88.17271792
1209,PUG-1209,172.37547515,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,70.49799056834777,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78328651,-88.1730773
1210,PUG-1210,642.34413285,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,262.77169817647604,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79081561,-88.16489314
1211,PUG-1211,4.27711281,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,1.7467965235088407,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78460345,-88.16632384
1212,PUG-1212,4.42699686,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,1.8080960369661006,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78463623,-88.16634339
1213,PUG-1213,7.30679946,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,2.9840055365126332,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78460775,-88.16634967
1214,PUG-1214,25.34517152,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,10.352656646835971,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78458962,-88.16642665
1215,PUG-1215,527.59391834,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,215.9151404916498,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78521138,-88.16678781
1216,PUG-1216,4.45404879,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,1.8189798924919587,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78462479,-88.16633643
1217,PUG-1217,157.69941486,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,64.6123133574812,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78756497,-88.15719079
1218,PUG-1218,91.39366537,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,37.42084932738803,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78789494,-88.15711636
1219,PUG-1219,324.43887079,RMT001,150,150,OPN,SOIL,3,N,Utility,Distribution,132.52475968220898,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79406435,-88.15574226
1220,PUG-1220,258.17751893,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,105.4895959753296,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78694785,-88.15924163
1221,PUG-1221,211.44614782,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,86.36381099075426,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78712056,-88.15863409
1222,PUG-1222,413.40344058,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,168.82088485667512,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78549261,-88.16325262
1223,PUG-1223,248.71280181,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,101.70510462383702,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78992402,-88.16466471
1224,PUG-1224,553.35962268,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,226.2528277477811,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78919738,-88.16574547
1225,PUG-1225,541.41859022,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,221.37210277346853,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78826523,-88.16726233
1226,PUG-1226,445.4606926,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,182.49533307158123,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7867557,-88.16806115
1227,PUG-1227,207.52462746,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,85.01282228177368,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78587634,-88.16815213
1228,PUG-1228,142.22675215,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,58.2232512960051,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78543443,-88.16799303
1229,PUG-1229,79.85627037,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,32.662234856275134,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7835124,-88.17324845
1230,PUG-1230,167.38897045,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,68.35222727915946,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78573178,-88.16754281
1231,PUG-1231,436.12839007,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,178.32371428528785,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78402035,-88.17301572
1232,PUG-1232,466.17556866,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,190.44611247855582,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78544314,-88.16992899
1233,PUG-1233,32.0314862,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,13.08749730867785,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80098308,-88.16224723
1234,PUG-1234,44.87256944,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,18.3891656074573,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.8020163,-88.16705244
1235,PUG-1235,17.40549058,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,7.1069475150316155,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80207419,-88.16708763
1236,PUG-1236,40.53319176,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,16.588227959413718,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80191046,-88.16700391
1237,PUG-1237,372.74142437,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,152.2940460343437,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78447952,-88.1709144
1238,PUG-1238,513.53323294,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,209.87619258766892,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78408029,-88.17072123
1239,PUG-1239,231.08764772,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,94.44367229114795,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78429044,-88.16976806
1240,PUG-1240,269.43700549,RMT001,150,150,OPN,SOIL,3,N,Utility,Distribution,110.1797458996219,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79417606,-88.15483871
1241,PUG-1241,38.11922611,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,15.589993062224279,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.8047797,-88.17597551
1242,PUG-1242,6.55036141,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,2.6802842843997943,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80337368,-88.17390928
1243,PUG-1243,17.61281961,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,7.207839276301564,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80365805,-88.17353297
1244,PUG-1244,149.06817162,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,60.86363978854291,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80197424,-88.16732093
1245,PUG-1245,6.61665679,RMT002,380,380,OPN,SOIL,3,N,Utility,Distribution,2.702791493558555,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78016305,-88.17891531
1246,PUG-1246,99.35548752,RMT002,380,380,OPN,SOIL,3,N,Utility,Distribution,40.65757248262005,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7800497,-88.17881309
1247,PUG-1247,402.90572798,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,164.7371072840572,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.8041346,-88.16442406
1248,PUG-1248,441.62223686,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,180.56560489338796,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79588224,-88.16788549
1249,PUG-1249,414.84396206,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,169.98252659795995,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79866838,-88.15728015
1250,PUG-1250,2.16910148,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,0.8889113872854163,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80577325,-88.14895236
1251,PUG-1251,2.44052032,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,1.0002036476477134,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.8057725,-88.14896782
1252,PUG-1252,6.68383513,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,2.7336949932656682,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80344307,-88.15574662
1253,PUG-1253,5.14447232,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,2.104053137727151,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80342986,-88.15569304
1254,PUG-1254,9.50877499,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,3.882230874957541,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80112764,-88.15454422
1255,PUG-1255,9.51323152,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,3.8840636567001923,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80114533,-88.15454491
1256,PUG-1256,412.96328163,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,168.68360893131822,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78495953,-88.17138762
1257,PUG-1257,10.86095606,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,4.44102738357232,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79011987,-88.16437398
1258,PUG-1258,9.37602974,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,3.834645134060391,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79013906,-88.16440078
1259,PUG-1259,10.68283961,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,4.36917823749591,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79014203,-88.16433816
1260,PUG-1260,10.44069554,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,4.270101461392721,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79016278,-88.1643652
1261,PUG-1261,12.73687091,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,5.21036778132621,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78967486,-88.16506079
1262,PUG-1262,10.92458565,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,4.469410167868425,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78969964,-88.1650888
1263,PUG-1263,14.40922128,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,5.894603325755583,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78975073,-88.16494869
1264,PUG-1264,10.30411561,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,4.2164504952708395,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78977716,-88.16497704
1265,PUG-1265,7.13062618,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,2.9221192259216293,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79870867,-88.16975399
1266,PUG-1266,5.98794689,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,2.4539000019431114,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79874681,-88.16971261
1267,PUG-1267,7.1902333,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,2.946507395149304,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79886762,-88.1707535
1268,PUG-1268,6.63381686,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,2.718505771098816,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79890656,-88.17079617
1269,PUG-1269,6.02670908,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,2.4697312969490484,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79921418,-88.17089921
1270,PUG-1270,5.9307023,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,2.430388880166123,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79921404,-88.17093686
1271,PUG-1271,5.84711766,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,2.3960859917278152,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79921393,-88.17097487
1272,PUG-1272,6.41495219,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,2.619790200963459,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78460065,-88.16637297
1273,PUG-1273,4.01455823,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,1.6395050509877962,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7846291,-88.16632201
1274,PUG-1274,4.16517099,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,1.7010577228425081,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78460787,-88.16630953
1275,PUG-1275,4.14991366,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,1.6948308825237564,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78464083,-88.16632891
1276,PUG-1276,30.20974716,RMT002,380,380,OPN,SOIL,3,N,Utility,Distribution,12.341233923080317,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77928547,-88.17830262
1277,PUG-1277,370.52287622,RMT002,380,380,OPN,SOIL,3,N,Utility,Distribution,151.53009104615123,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77236912,-88.16299449
1278,PUG-1278,351.24332349,RMT002,150,150,OPN,SOIL,3,N,Utility,Distribution,143.3418879171566,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77213658,-88.17434966
1279,PUG-1279,230.18899688,RMT002,150,150,OPN,SOIL,3,N,Utility,Distribution,94.27096034974046,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77585275,-88.17499078
1280,PUG-1280,317.89808687,RMT002,150,150,OPN,SOIL,3,N,Utility,Distribution,129.7421492597938,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77515912,-88.17294217
1281,PUG-1281,325.6511364,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,133.0943423625027,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76751425,-88.18252179
1282,PUG-1282,624.32832052,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,254.83507569004647,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76686549,-88.18161385
1283,PUG-1283,399.5965855,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,163.07619480744088,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76695912,-88.17982154
1284,PUG-1284,494.76203995,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,202.365463146269,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76761778,-88.17937834
1285,PUG-1285,451.62916506,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,184.68873489375767,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76779617,-88.17752824
1286,PUG-1286,13.8680557,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,9.452601909136256,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80119532,-88.14914326
1287,PUG-1287,305.39574794,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,124.85571181424955,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80090807,-88.15437583
1288,PUG-1288,21.28522246,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,11.654846167247452,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80371043,-88.14528903
1289,PUG-1289,77.32693429,RMT004,380,380,OPN,SOIL,1,N,Utility,Distribution,31.688637868334478,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80368475,-88.14708246
1290,PUG-1290,14.55064028,RMT003,150,150,OPN,SOIL,1,N,Utility,Distribution,5.940834820628443,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80146878,-88.17717713
1291,PUG-1291,165.48890848,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,67.64537827243993,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78457213,-88.17228618
1292,PUG-1292,424.18474232,RMT003,150,150,OPN,SOIL,1,N,Utility,Distribution,173.1751814189011,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78810367,-88.15779809
1293,PUG-1293,523.11112524,RMT003,150,150,OPN,SOIL,1,N,Utility,Distribution,213.84707271717647,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7862396,-88.15770655
1294,PUG-1294,441.16265004,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,180.55714661157558,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78655927,-88.1586665
1295,PUG-1295,224.22106906,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,91.5690238949674,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79806314,-88.15758951
1296,PUG-1296,549.4153496,RMT003,150,150,OPN,SOIL,1,N,Utility,Distribution,224.6086563039533,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79175889,-88.17120587
1297,PUG-1297,75.61981568,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,33.89006217222868,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79396767,-88.14631564
1298,PUG-1298,14.73246983,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,6.0257519747814525,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79663243,-88.1436582
1299,PUG-1299,9.61511167,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,3.9330188411044653,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79664325,-88.14374042
1300,PUG-1300,9.80799354,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,4.011288417179102,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79672537,-88.14361
1301,PUG-1301,12.40358377,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,5.074061750916456,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79671751,-88.14368134
1302,PUG-1302,85.50103644,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,34.98898837657474,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79681757,-88.14379839
1303,PUG-1303,11.05575704,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,4.516310527397515,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79816945,-88.14252808
1304,PUG-1304,10.78023669,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,4.40430255870209,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79822545,-88.14253992
1305,PUG-1305,14.06253815,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,5.741702230644879,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79755381,-88.1390616
1306,PUG-1306,13.08280888,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,5.341408477661647,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80154232,-88.14178281
1307,PUG-1307,14.44112592,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,5.9176246779319825,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.8006264,-88.12595858
1308,PUG-1308,65.1968485,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,26.669075639994386,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.8006138,-88.12604477
1309,PUG-1309,504.24676001,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,215.95743942229655,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80094395,-88.12459073
