OBJECTID,MeasuredLe,NominalVol,OperatingV,FeederID,ConductorC,ServiceInd,OWNER,OPERATINGC,Shape_Length,FacilityID,Department,Category,Division,Subdivision,AssetType
2175,41.53961313,60,380,RMT002,HOR,Y,Utility,Service,16.9889483033347,SOH-2175,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2176,107.08985157,60,380,RMT002,HOR,Y,Utility,Service,43.712310900802855,SOH-2176,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2177,6.00123156,60,380,RMT002,HOR,N,Utility,Secondary,2.4491244026004035,SOH-2177,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2178,24.37233145,60,380,RMT002,HOR,Y,Utility,Service,9.96574822019595,SOH-2178,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2179,67.26774875,60,380,RMT002,HOR,Y,Utility,Service,27.45390623155101,SOH-2179,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2180,75.97262012,60,380,RMT002,HOR,Y,Utility,Service,31.010864682153407,SOH-2180,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2181,20.80320651,60,380,RMT002,HOR,Y,Utility,Service,8.503293205548148,SOH-2181,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2182,27.62812023,60,380,RMT002,HOR,Y,Utility,Service,11.275533591202535,SOH-2182,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2183,115.67479496,60,380,RMT002,HOR,Y,Utility,Service,47.22248411737256,SOH-2183,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2184,40.99878613,60,380,RMT002,HOR,Y,Utility,Service,16.755960809765735,SOH-2184,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2185,65.07091421,60,380,RMT002,HOR,N,Utility,Secondary,26.65490216258719,SOH-2185,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2186,83.83142668,60,380,RMT002,HOR,Y,Utility,Service,34.216521835137634,SOH-2186,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2187,66.84040414,60,380,RMT002,HOR,Y,Utility,Service,27.27770516304659,SOH-2187,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2188,23.79971322,60,380,RMT002,HOR,Y,Utility,Service,9.747290669137248,SOH-2188,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2189,97.30395573,60,380,RMT002,HOR,N,Utility,Secondary,39.858791198852614,SOH-2189,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2190,56.67916773,60,380,RMT002,HOR,Y,Utility,Service,23.134570850476397,SOH-2190,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2191,89.55078114,60,380,RMT002,HOR,Y,Utility,Service,36.56712554453002,SOH-2191,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2192,22.51844743,60,380,RMT002,HOR,Y,Utility,Service,9.205214879828606,SOH-2192,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2193,13.04461374,60,380,RMT002,HOR,Y,Utility,Service,5.337833397123609,SOH-2193,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2194,82.77102254,60,380,RMT002,HOR,Y,Utility,Service,33.78285434944169,SOH-2194,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2195,76.77974537,60,380,RMT002,HOR,Y,Utility,Service,31.34329194016812,SOH-2195,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2196,27.53351487,60,380,RMT002,HOR,Y,Utility,Service,11.246156013948262,SOH-2196,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2197,88.82364533,60,380,RMT002,HOR,Y,Utility,Service,36.255454236223045,SOH-2197,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2198,6.00051054,60,380,RMT002,HOR,N,Utility,Secondary,2.448809297951321,SOH-2198,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2199,106.4089725,60,380,RMT002,HOR,Y,Utility,Service,43.43552187973663,SOH-2199,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2200,81.79448319,60,380,RMT002,HOR,Y,Utility,Service,33.38829519634634,SOH-2200,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2201,39.18630442,60,380,RMT002,HOR,Y,Utility,Service,16.028446110106618,SOH-2201,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2202,108.50186904,60,380,RMT002,HOR,Y,Utility,Service,44.287175784718265,SOH-2202,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2203,42.06394995,60,380,RMT002,HOR,Y,Utility,Service,17.204759768476887,SOH-2203,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2204,114.70093005,60,380,RMT002,HOR,Y,Utility,Service,46.82018181506957,SOH-2204,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2205,26.60101289,60,380,RMT002,HOR,Y,Utility,Service,10.876667460452241,SOH-2205,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2206,48.0576028,60,380,RMT002,HOR,N,Utility,Secondary,19.68612821373442,SOH-2206,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2207,60.06583607,60,380,RMT002,HOR,Y,Utility,Service,24.514442192645955,SOH-2207,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2208,38.2077148,60,380,RMT002,HOR,Y,Utility,Service,15.633457799650511,SOH-2208,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2209,100.63435813,60,380,RMT002,HOR,Y,Utility,Service,41.07560102858641,SOH-2209,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2210,132.04829438,60,380,RMT002,HOR,N,Utility,Secondary,53.89611492241444,SOH-2210,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2211,51.24938036,60,380,RMT002,HOR,N,Utility,Secondary,20.994236160562462,SOH-2211,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2212,102.08174705,60,380,RMT002,HOR,N,Utility,Secondary,41.81602266541974,SOH-2212,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2213,6.00001505,60,380,RMT002,HOR,N,Utility,Secondary,2.4487225446027083,SOH-2213,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2214,87.89150263,60,380,RMT002,HOR,N,Utility,Secondary,36.00356610465176,SOH-2214,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2215,6.00039672,60,380,RMT002,HOR,N,Utility,Secondary,2.448890075502135,SOH-2215,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2216,99.67461311,60,380,RMT002,HOR,N,Utility,Secondary,40.83069508572118,SOH-2216,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2217,6.00000184,60,380,RMT002,HOR,N,Utility,Secondary,2.448727477300945,SOH-2217,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2218,93.48100251,60,380,RMT002,HOR,N,Utility,Secondary,38.29412417925394,SOH-2218,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2219,6.00106373,60,380,RMT002,HOR,N,Utility,Secondary,2.4492409458700144,SOH-2219,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2220,61.93373285,60,380,RMT002,HOR,N,Utility,Secondary,25.371187758099985,SOH-2220,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2221,78.8189504,60,380,RMT002,HOR,Y,Utility,Service,32.173200699747234,SOH-2221,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2222,80.95683552,60,380,RMT002,HOR,Y,Utility,Service,33.0441519154837,SOH-2222,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2223,16.13287073,60,380,RMT002,HOR,Y,Utility,Service,6.591602247367151,SOH-2223,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2224,41.04772833,60,380,RMT002,HOR,N,Utility,Secondary,16.815494789661773,SOH-2224,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2225,93.40728064,60,380,RMT002,HOR,Y,Utility,Service,38.12217070448679,SOH-2225,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2226,25.81610801,60,380,RMT002,HOR,Y,Utility,Service,10.541253054346761,SOH-2226,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2227,64.77290174,60,380,RMT002,HOR,Y,Utility,Service,26.435912585509204,SOH-2227,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2228,87.37975253,60,380,RMT002,HOR,Y,Utility,Service,35.66570189511821,SOH-2228,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2229,38.23249797,60,380,RMT002,HOR,Y,Utility,Service,15.632521544016253,SOH-2229,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2230,49.08940874,60,380,RMT002,HOR,Y,Utility,Service,20.048437151194044,SOH-2230,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2231,91.0225525,60,380,RMT002,HOR,Y,Utility,Service,37.149838116099964,SOH-2231,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2232,95.31660635,60,380,RMT002,HOR,Y,Utility,Service,38.912571001504965,SOH-2232,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2233,15.92109251,60,380,RMT002,HOR,Y,Utility,Service,6.514197173620497,SOH-2233,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2234,94.94264727,60,380,RMT002,HOR,N,Utility,Secondary,38.893728319762644,SOH-2234,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2235,78.08296444,60,380,RMT002,HOR,Y,Utility,Service,31.871549577438625,SOH-2235,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2236,62.94040354,60,380,RMT002,HOR,Y,Utility,Service,25.702053175748425,SOH-2236,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2237,90.96231863,60,380,RMT002,HOR,Y,Utility,Service,37.125919320839834,SOH-2237,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2238,33.76722126,60,380,RMT002,HOR,Y,Utility,Service,13.829505975686548,SOH-2238,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2239,56.67755455,60,380,RMT002,HOR,N,Utility,Secondary,23.21824403790632,SOH-2239,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2240,67.94992596,60,380,RMT002,HOR,Y,Utility,Service,27.73801758428382,SOH-2240,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2241,46.36982609,60,380,RMT002,HOR,Y,Utility,Service,18.93942021167821,SOH-2241,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2242,106.26579325,60,380,RMT002,HOR,Y,Utility,Service,43.37939474209087,SOH-2242,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2243,26.72113076,60,380,RMT002,HOR,Y,Utility,Service,10.934236896552019,SOH-2243,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2244,94.36857732,60,380,RMT002,HOR,N,Utility,Secondary,38.658000537080376,SOH-2244,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2245,71.41135274,60,380,RMT002,HOR,Y,Utility,Service,29.144777581689855,SOH-2245,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2246,33.9594648,60,380,RMT002,HOR,Y,Utility,Service,13.87767605785086,SOH-2246,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2247,103.19315928,60,380,RMT002,HOR,Y,Utility,Service,42.117803840057796,SOH-2247,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2248,32.56831732,60,380,RMT002,HOR,Y,Utility,Service,13.336809677589303,SOH-2248,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2249,79.78409505,60,380,RMT002,HOR,N,Utility,Secondary,32.68364324495451,SOH-2249,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2250,18.51581085,60,380,RMT002,HOR,Y,Utility,Service,7.563942441995006,SOH-2250,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2251,72.06459503,60,380,RMT002,HOR,Y,Utility,Service,29.428354468042773,SOH-2251,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2252,99.02961522,60,380,RMT002,HOR,Y,Utility,Service,40.42887707321964,SOH-2252,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2253,42.8550645,60,380,RMT002,HOR,Y,Utility,Service,17.50689256447279,SOH-2253,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2254,104.83520736,60,380,RMT002,HOR,Y,Utility,Service,42.79478521590386,SOH-2254,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2255,122.1246118,60,380,RMT002,HOR,Y,Utility,Service,49.84345751157059,SOH-2255,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2256,91.03296629,60,380,RMT002,HOR,Y,Utility,Service,37.15976129926244,SOH-2256,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2257,81.24090782,60,380,RMT002,HOR,Y,Utility,Service,33.16837340483682,SOH-2257,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2258,34.80417696,60,380,RMT002,HOR,Y,Utility,Service,14.21442658371102,SOH-2258,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2259,124.71396451,60,380,RMT002,HOR,Y,Utility,Service,50.901755206775675,SOH-2259,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2260,77.71207525,60,380,RMT002,HOR,Y,Utility,Service,31.73336785602122,SOH-2260,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2261,99.74403245,60,380,RMT002,HOR,N,Utility,Secondary,40.858884103431315,SOH-2261,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2262,49.50446542,60,380,RMT002,HOR,Y,Utility,Service,20.206768154722543,SOH-2262,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2263,136.53307828,60,380,RMT002,HOR,Y,Utility,Service,55.739833506919624,SOH-2263,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2264,108.09872313,60,380,RMT002,HOR,Y,Utility,Service,44.11719549141932,SOH-2264,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2265,12.80221297,60,380,RMT002,HOR,Y,Utility,Service,5.241115455816748,SOH-2265,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2266,39.98870863,60,380,RMT002,HOR,Y,Utility,Service,16.335337490138723,SOH-2266,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2267,46.52619245,60,380,RMT002,HOR,Y,Utility,Service,19.02739175495532,SOH-2267,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2268,92.6866257,60,380,RMT002,HOR,Y,Utility,Service,37.83307721658318,SOH-2268,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2269,65.06853138,60,380,RMT002,HOR,Y,Utility,Service,26.560588873156654,SOH-2269,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2270,10.62871037,60,380,RMT002,HOR,Y,Utility,Service,4.349894538844103,SOH-2270,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2271,47.17510646,60,380,RMT002,HOR,N,Utility,Secondary,19.3250452799727,SOH-2271,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2272,41.53811799,60,380,RMT002,HOR,Y,Utility,Service,16.96259562281706,SOH-2272,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2273,114.97361691,60,380,RMT002,HOR,Y,Utility,Service,46.923868077966816,SOH-2273,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2274,51.41525584,60,380,RMT002,HOR,Y,Utility,Service,20.992579850240414,SOH-2274,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2275,31.69581554,60,380,RMT002,HOR,Y,Utility,Service,12.969139702268603,SOH-2275,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2276,10.59609827,60,380,RMT002,HOR,Y,Utility,Service,4.336417827433141,SOH-2276,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2277,70.61027232,60,380,RMT002,HOR,Y,Utility,Service,28.82645231997258,SOH-2277,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2278,37.34670985,60,380,RMT002,HOR,Y,Utility,Service,15.262420659537327,SOH-2278,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2279,100.45542183,60,380,RMT002,HOR,Y,Utility,Service,40.997721108794636,SOH-2279,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2280,14.78291722,60,380,RMT002,HOR,Y,Utility,Service,6.043010406830514,SOH-2280,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2281,83.49989372,60,380,RMT002,HOR,N,Utility,Secondary,34.20479122027709,SOH-2281,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2282,48.31364946,60,380,RMT002,HOR,Y,Utility,Service,19.717438661127364,SOH-2282,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2283,30.21786648,60,380,RMT002,HOR,Y,Utility,Service,12.33289771481391,SOH-2283,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2284,103.92027747,60,380,RMT002,HOR,Y,Utility,Service,42.416127958383484,SOH-2284,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2285,38.56577395,60,380,RMT002,HOR,Y,Utility,Service,15.791589219422136,SOH-2285,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2286,69.8782655,60,380,RMT002,HOR,Y,Utility,Service,28.534404472521047,SOH-2286,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2287,75.43280737,60,380,RMT002,HOR,Y,Utility,Service,30.794989554420972,SOH-2287,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2288,35.60873567,60,380,RMT002,HOR,Y,Utility,Service,14.543102870700402,SOH-2288,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2289,48.66653274,60,380,RMT002,HOR,Y,Utility,Service,19.885225523922603,SOH-2289,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2290,121.30535217,60,380,RMT002,HOR,Y,Utility,Service,49.520442225732644,SOH-2290,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2291,82.3255773,60,380,RMT002,HOR,Y,Utility,Service,33.59811810613312,SOH-2291,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2292,16.28015785,60,380,RMT002,HOR,Y,Utility,Service,6.64987920088741,SOH-2292,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2293,64.99067092,60,380,RMT002,HOR,Y,Utility,Service,26.52344792949638,SOH-2293,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2294,38.45549508,60,380,RMT002,HOR,Y,Utility,Service,15.704674273577993,SOH-2294,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2295,33.90125845,60,380,RMT002,HOR,Y,Utility,Service,13.847423850173756,SOH-2295,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2296,114.27639419,60,380,RMT002,HOR,Y,Utility,Service,46.6388376735655,SOH-2296,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2297,107.62412014,60,380,RMT002,HOR,Y,Utility,Service,43.929110192829846,SOH-2297,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2298,6.00063237,60,380,RMT002,HOR,N,Utility,Secondary,2.448907988249068,SOH-2298,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2299,96.76885137,60,380,RMT002,HOR,N,Utility,Secondary,39.63945693958778,SOH-2299,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2300,39.05505638,60,380,RMT002,HOR,Y,Utility,Service,15.960604445828794,SOH-2300,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2301,28.14079376,60,380,RMT002,HOR,Y,Utility,Service,11.524132964626547,SOH-2301,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2302,59.0441797,60,380,RMT002,HOR,Y,Utility,Service,24.156450519669164,SOH-2302,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2303,23.5604781,60,380,RMT002,HOR,Y,Utility,Service,9.646475179865424,SOH-2303,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2304,75.48487852,60,380,RMT002,HOR,Y,Utility,Service,30.840547131494848,SOH-2304,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2305,37.51676425,60,380,RMT002,HOR,Y,Utility,Service,15.368271978809007,SOH-2305,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2306,88.57485253,60,380,RMT002,HOR,Y,Utility,Service,36.14999130705139,SOH-2306,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2307,91.33593128,60,380,RMT002,HOR,Y,Utility,Service,37.28983446597982,SOH-2307,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2308,11.17232076,60,380,RMT002,HOR,Y,Utility,Service,4.566625513405513,SOH-2308,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2309,62.18602657,60,380,RMT002,HOR,Y,Utility,Service,25.381467878644955,SOH-2309,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2310,34.85021089,60,380,RMT002,HOR,Y,Utility,Service,14.22959484989852,SOH-2310,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2311,95.47296691,60,380,RMT002,HOR,Y,Utility,Service,38.972196227199,SOH-2311,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2312,62.13085548,60,380,RMT002,HOR,Y,Utility,Service,25.383337270495396,SOH-2312,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2313,67.73104656,60,380,RMT002,HOR,Y,Utility,Service,27.742270921687783,SOH-2313,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2314,66.24189681,60,380,RMT002,HOR,Y,Utility,Service,27.106078168011877,SOH-2314,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2315,106.80547997,60,380,RMT002,HOR,Y,Utility,Service,43.60307519995837,SOH-2315,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2316,13.74744201,60,380,RMT002,HOR,Y,Utility,Service,5.622986905646494,SOH-2316,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2317,88.2724577,60,380,RMT002,HOR,Y,Utility,Service,36.0301274501833,SOH-2317,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2318,78.87414914,60,380,RMT002,HOR,N,Utility,Secondary,32.30901875820115,SOH-2318,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2319,6.0000034,60,380,RMT002,HOR,N,Utility,Secondary,2.448646713992742,SOH-2319,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2320,134.36863708,60,380,RMT002,HOR,N,Utility,Secondary,55.041459823194316,SOH-2320,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2321,6.00091628,60,380,RMT002,HOR,N,Utility,Secondary,2.4488803177531406,SOH-2321,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2322,61.99607103,60,380,RMT002,HOR,N,Utility,Secondary,25.395162634301002,SOH-2322,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2323,32.55021994,60,380,RMT002,HOR,Y,Utility,Service,13.294673296726863,SOH-2323,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2324,41.11585337,60,380,RMT002,HOR,Y,Utility,Service,16.830356146233612,SOH-2324,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2325,60.36967948,60,380,RMT002,HOR,Y,Utility,Service,24.653106448429718,SOH-2325,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2326,107.50099679,60,380,RMT002,HOR,Y,Utility,Service,43.88442286792152,SOH-2326,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2327,31.10203269,60,380,RMT002,HOR,Y,Utility,Service,12.692907920520835,SOH-2327,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2328,44.44593238,60,380,RMT002,HOR,Y,Utility,Service,18.195663895376182,SOH-2328,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2329,73.50542625,60,380,RMT002,HOR,Y,Utility,Service,30.01850283949296,SOH-2329,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2330,111.19601017,60,380,RMT002,HOR,Y,Utility,Service,45.41274437769105,SOH-2330,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2331,48.45761291,60,380,RMT002,HOR,Y,Utility,Service,19.846348024834718,SOH-2331,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2332,72.10720284,60,380,RMT002,HOR,N,Utility,Secondary,29.536859580404155,SOH-2332,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2333,64.83804693,60,380,RMT002,HOR,Y,Utility,Service,26.465295556675212,SOH-2333,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2334,57.63794697,60,380,RMT002,HOR,Y,Utility,Service,23.585255278761192,SOH-2334,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2335,33.63625175,60,380,RMT002,HOR,Y,Utility,Service,13.74399460521731,SOH-2335,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2336,92.12267399,60,380,RMT002,HOR,Y,Utility,Service,37.64022842520109,SOH-2336,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2337,125.73335433,60,380,RMT002,HOR,Y,Utility,Service,51.3366098793289,SOH-2337,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2338,69.20305618,60,380,RMT002,HOR,Y,Utility,Service,28.260922334184038,SOH-2338,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2339,6.47920597,60,380,RMT002,HOR,Y,Utility,Service,2.648793660382728,SOH-2339,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2340,28.55994193,60,380,RMT002,HOR,Y,Utility,Service,11.657506726793557,SOH-2340,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2341,78.51315377,60,380,RMT002,HOR,Y,Utility,Service,32.04330736132306,SOH-2341,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2342,83.7997427,60,380,RMT002,HOR,Y,Utility,Service,34.206024073267734,SOH-2342,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2343,11.85197888,60,380,RMT002,HOR,Y,Utility,Service,4.846647460240002,SOH-2343,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2344,76.99458732,60,380,RMT002,HOR,Y,Utility,Service,31.44760865724102,SOH-2344,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
2345,84.68504774,60,380,RMT002,HOR,Y,Utility,Service,34.591953767562316,SOH-2345,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
